Authors,Title,Year,Source title,Volume,Issue,Page start,Page end,Art. No.,Abstract,DOI,Document Type,Publication Stage,Open Access,Source,EID
Lapota D.; Rosen G.; Chock J.; Liu C.H.,"Red and green abalone seed growout for reseeding activities off point loma, California",2000,Journal of Shellfish Research,19,1,431,438,,"California has a statewide closure on harvest of any abalone species from San Diego County north to San Francisco. Prior to closure, harvests of the main species that compose the fishery (the red abalone, Haliotis rufescens Swainson 1822; the green abalone, Haliotis fulgens Philippi 1845; and the pink abalone, Haliotis corrugata Gray 1828) had plummeted to an all-time low of several hundred thousand pounds per year. Overfishing and several diseases identified recently in abalone are creating concern within the industry with respect to the recovery of the fishery. One method being considered to restore the fishery on a limited basis is reseeding. Reseeding success is dependent on many factors, including planting location and techniques of seed placement. Other important factors include the abundance and nutritive quality of macroalgae (kelp) available to the abalone, the seawater temperature requirement of the species being seeded, the size of the seed being planted, and the presence of potential predators within the seed site. In this study, we observed that shell growth and weight gain in juvenile red and green abalone are temperature-dependent. When constant, elevated temperatures are maintained, growth rates improved as compared to growth rates in animals kept at the lower temperatures normally found. More growth in juvenile red abalone was observed at 19 °C, with an average daily shell growth of 0.1 mm/day. Previous work suggested that Egregia laevigata, a brown kelp was a superior food source for juvenile abalone; however, the growth rates of red abalone fed Egregia increased minimally compared to growth rates of juvenile red abalone fed another brown kelp Macrocystis pyrifera. Maximum sustained shell growth of 0.16 mm/day in juvenile green abalone was observed at a culture temperature of 21 °C. Extrapolations of these growth rates for an entire year indicate growth of 36 mm/y for red abalone and 60 mm/y for green abalone. Growth predictions based on laboratory-reared juveniles will vary from those observed in wild populations since seawater temperatures are not static along the coast and may vary as much as 10-12 °C during the year. The nutritional value of kelp and other algae may be as important as temperature in the effect on growth observed in the laboratory and in the field. Increased growth rates exhibited by juvenile red abalone during the period from January through April 1977 may be reflective of changing nutrient ratios or levels in kelp that are otherwise limiting during reduced or non-upwelling months. We are presently culturing hatchery-produced red and green abalone seed for eventual planting in the U.S. Department of the Interior's Cabrillo National Monument. The seed are approximately 45 mm in size and are fed a mixed kelp diet. They will be transplanted when they are approximately 75-100 mm in size. Reseeding success assessed by annual dive surveys should help determine if planting larger animals increases survival of brood stock and increases recruitment within the monument area.",,Article,Final,,Scopus,2-s2.0-0033845881
Chen J.-C.; Lee W.-C.,Growth of Taiwan abalone Haliotis diversicolor supertexta fed on Gracilaria tenuistipitata and artificial diet in a multiple-tier basket system,1999,Journal of Shellfish Research,18,2,627,635,,"Taiwan abalone, Haliotis diversicolor supertexta, juveniles (26.64 ± 2.30 mm) were placed in 4 sets of 7-basket tiers, 35 abalone in each basket, and reared indoors with running seawater (31-35‰) for 395 days. Food was generally given every other day at a rate of 30% and 3% of total body weight for Gracilaria tenuistipitata and artificial diet, respectively. Survival was 64.3-71.4% and 61.4-78.6% in the Gracilaria and artificial diet, respectively. Growth of abalone placed on the top tier was inferior to those placed on the middle and bottom tiers. In the first 33 days, the growth rate of H. diversicolor supertexta fed Gracilaria and the artificial diet was 61-101 and 105-163 μm/day, respectively. The abalone fed an artificial diet gained twice as much total body weight as those fed Gracilaria after 96 days. The overall growth rate of abalone fed an artificial diet was 24.4, 47.7, and 47.9 mg/day, or 1.8, 2.2, and 2.2 times higher than abalone fed Gracilaria, on the top, middle, and bottom tiers, respectively. The FCR (feed conversion ratio) in dry weight of food was 3.10, 2.68, and 2.76 for the abalone fed an artificial diet, and 4.43, 3.03, and 3.04 for those fed Gracilaria. It is concluded that H. diversicolor supertexta placed in a multiple-tier basket system and fed an artificial diet could grow to market size (> 40 mm shell length) in less than half the time in comparison to those fed on Gracilaria.",,Article,Final,,Scopus,2-s2.0-0033399390
Rosen G.; Langdon C.J.; Evans F.,The nutritional value of Palmaria mollis cultured under different light intensities and water exchange rates for juvenile red abalone Haliotis rufescens,2000,Aquaculture,185,1-Feb,121,136,,"A growth experiment with juvenile red abalone was conducted to determine whether the nutritional quality of red macroalga dulse (Palmaria mollis) was dependent on dulse culture conditions. Dulse culture conditions differed by seawater volume exchange rate (1, 6, or 35 d-1) and supplemental illumination (0 or 24 h d-1), creating a variety of dulse morphologies, biochemical compositions, and palatabilities for red abalone. The results of this study agreed with those of previous studies, showing dulse to be of high nutritional quality for abalone, with a relatively high protein content when compared with other macroalgae. Specific growth rates (SGR) of abalone fed on all dulse diets were higher than those of abalone fed on kelp (Nereocystis luetkeana). In general, abalone grew faster on dulse cultured with supplemental illumination. Protein content of dulse (10.85-18.22% dry wt.), however, was directly dependent on seawater volume exchange per day, with highest protein levels observed in dulse cultured with 35 volume exchanges d-1. We suggest that other variables apart from biochemical composition, such as epiphytic diatoms and morphological differences, contributed to the higher growth rates of abalone fed on light-supplemented diets. © 2000 Elsevier Science B.V.",10.1016/S0044-8486(99)00343-9,Article,Final,,Scopus,2-s2.0-0034595268
Trevelyan G.A.; Mendoza J.L.; Buckley B.,"Increasing the yield of red abalone with the alga, Microcladia coulteri",1998,Journal of Shellfish Research,17,3,631,633,,"High growth rate is a key to viability in the abalone aquaculture industry, and an excellent diet is required to achieve it. A basic Macrocystis diet might be greatly improved by supplementing it with another algal species. We observed that the epiphytic red alga, Microcladia coulteri, was rapidly consumed by 8-16 mm abalone. The purpose of this study was to evaluate this alga for its ability to stimulate growth rate in juvenile abalone under production conditions. A pairwise design with eight cages and 33,000 8-mm abalone was used to compare a control Macrocystis diet with a Microcladia-supplemented diet over a 4-mo period. The supplemented cages gained weight 2.6 times as rapidly as did the controls. Shell growth and survival were significantly higher in the supplemented populations as well. Thus, the Microcladia had a pronounced effect on the yield.",,Conference paper,Final,,Scopus,2-s2.0-0032466421
Shpigel M.; Ragg N.L.; Lupatsch I.; Neori A.,Protein content determines the nutritional value of the seaweed Ulva lactuca L for the abalone Haliotis tuberculata L. and H. Discus hannai Ino,1999,Journal of Shellfish Research,18,1,227,233,,"The nutritional value to abalone of Ulva lactuca L. with different tissue nitrogen levels was studied. The Seaweed was cultured at two levels of ammonia-N enrichment. Cultures receiving 0.5 g ammonia-N m-2 d-1 ('low-N') yielded 164 g m-2 d-1 of fresh thalli containing 12% crude protein in dry matter and 12 kJ g-1 energy, cultures receiving 10 g ammonia-N m-2 d-1 ('high-N') produced 105 g of fresh thalli m-2 d-1 containing 44% protein and 16 kJ g-1 energy. High-N and low-N algae and a 'standard' mixed diet of 75% U. lactuca and 25% Gracilaria conferta (w/w) containing 33% protein and 15 kJ g-1 energy were fed to juvenile (0.7-2.1 g) and adult (6.9-19.6-g) Haliotis tuberculata and H. discus hannai in a 16-week feeding trial. Voluntary feed intake of the high-N and standard diets were significantly lower than the low-N diet in all the cases. Clear differences in performance between treatments were found in the juvenile and adult abalone of both species. Juveniles fed high-N and standard diets grew significantly faster (specific growth rate of H. tuberculata was 1.03% day-1 on high-N algae as compared to 0.72% on low-N algae; H. discus hannai grew 0.63 and 0.3% day-1 on high- and low-N algae, respectively) and showed much better food conversion ratios. The nutritional value of Ulva lactuca to abalone is greatly improved by a high protein content, attainable by culturing the seaweed with high supply rates of ammonia.",,Article,Final,,Scopus,2-s2.0-0032791897
Shepherd S.A.; Clarkson P.S.,"Diet, feeding behaviour, activity and predation of the temperate blue-throated wrasse, Notolabrus tetricus",2001,Marine and Freshwater Research,52,3,311,322,,"Notolabrus tetricus is a generalist carnivore with a preference for molluscs and crustaceans - small molluscs and amphipods at small wrasse size, and larger molluscs and crabs with increasing size. Dietary overlap between three adjacent 10 cm size groups is high. No-choice, two-species-choice and multiple-choice field experiments showed that, within the Mollusca, the wrasse prefers chitons and abalone to other gastropods and limpets; crabs and shrimps are high, and echinoderms are low, on the preference list. A comparison of prey consumed with the relative abundance of prey groups shows that the wrasse takes prey more or less in proportion to its abundance, with variation in this pattern attributed to prey defences and predator choice. A long-term study showed that per capita consumption of cryptic abalone increased with increasing abalone density, suggesting a functional response of wrasse to the density of a preferred prey. The wrasse is a diurnal predator with a defined home range that increases with increasing size of wrasse. Foraging activity commences soon after dawn, reaches a peak during mid morning, declines during the afternoon, and ceases at dusk. Inter- and intra-specific agonistic interactions are few and size-related. The functional importance of this wrasse in rocky shore systems is considered.",10.1071/MF99040,Article,Final,,Scopus,2-s2.0-0034937847
Basuyaux O.; Mathieu M.,Inorganic nitrogen and its effect on growth of the abalone Haliotis tuberculata Linnaeus and the sea urchin Paracentrotus lividus Lamarck,1999,Aquaculture,174,1-Feb,95,107,,"The abalone, Haliotis tuberculata (7-12 g), and the sea urchin, Paracentrotus lividus (3-6 g), reared in a closed system were exposed for 2 weeks to various levels of ammonia (0, 0.5, 1.0, 5.0, 10.0 mg N-NH3-4 l-1), nitrite (0, 0.5, 1.0, 2.0, 5.0 mg N-NO2 l-1) and nitrate (0, 25, 50, 100, 250 mg N-NO3 l-1). For these concentrations, no mortalities were observed. Growth and feeding rates were measured and compared to controls. The safe levels (no influence on growth) were determined for each compound: 1 mg N-NH3-4 l-1 (0.045 mg N-NH3 l-1) for both abalone and urchin; 1-2 mg N-NO2 l-1 for the urchin, whereas abalone growth was stimulated at 2 mg N-NO2 l-1 and its safe level was greater than 5 mg N-NO2 l-1. For nitrates, the safe level was 100 mg N l-1 for the urchin and within the range 100-250 mg N l-1 for abalone. Below this level, nitrates seemed to have a stimulating effect on abalone. Thus, urchins are more sensitive to inorganic nitrogen than abalone. These results were compared to existing data, particularly on shrimp and Salmonidae. It seems that the levels determined are within the same range as those described for adults of other invertebrate and vertebrate species.",10.1016/S0044-8486(98)00510-9,Article,Final,,Scopus,2-s2.0-0033561272
Shepherd S.A.; Huchette S.,Studies on southern Australian abalone (genus Haliotis) XVIII. Ring formation in H. scalaris,1997,Molluscan Research,18,2,247,252,,"The abalone Haliotis scalaris deposits two fine rings a year in the spire, one in about December and the other from May to July, corresponding roughly to summer and winter sea temperature extremes. Additional fine rings, and in particular brown rings, are deposited in response to boring annelids and drilling muricid gastropods. Multiple regression analysis revealed a relationship between the number of rings in the spire and the variables: age of the shell, extent of infestation by annelids, and the number of brown rings. The analysis showed that additional fine rings' and brown rings are deposited according to the degree of parasitic attack.",10.1080/13235818.1997.10673698,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-0343959923
Qian P.-Y.; Wu M.C.S.; Ni I.-H.,Comparison of nutrients release among some maricultured animals,2001,Aquaculture,200,3-Apr,305,316,,"Integrated mariculture is a feasible method to maintain sustainable and high productivity of aquaculture. The choice of cultured animals and biofilters in the integrated system has to be made on the basis of their nutrient release rates and the clearance rate of each component of the system. We are examining the nutrient release rates among fish (mangrove snapper, Lutjanus russeli, and sea perch, Abudefduf septemfasciatus), abalone (Haliotis diversicolor), scallops (Chlamys noblis), and green mussels (Perna viridis) in the laboratory. Fish feed is the major sources of inorganic nutrient input in fish farms. The orthophosphate and ammonia release rates of minced trash fish (1593 μg P g-1 day-1 and 150 μg N g-1 day-1) were respectively 6-12 times and 4-88 times higher than those of cultivated fish. Mangrove snapper had the overall highest nutrient release rate, followed by sea perch, abalone, scallops, and mussels for nitrite and nitrate; and followed by abalone, sea perch, mussels, and scallops for orthophosphate and ammonium. Among mollusks, abalone had the highest orthophosphate (162 μg P g-1 day-1), nitrate (1.4 μg N g-1 day-1), nitrite (1.6 μg N g-1 day-1) and ammonium (25.0 μg N g-1 day-1) release rates per gram wet weight per day. Abalone released large amounts of orthophosphate, nitrite and nitrate in the experiment. Scallops and green mussels had low nutrient release rates. © 2001 Elsevier Science B.V. All rights reserved.",10.1016/S0044-8486(00)00604-9,Article,Final,,Scopus,2-s2.0-0035801735
Kawamura T.; Roberts R.D.; Nicholson C.M.,Factors affecting the food value of diatom strains for post-larval abalone Haliotis iris,1998,Aquaculture,160,1-Feb,81,88,,"The growth and survival of post-larval abalone Haliotis iris (mean initial shell length 570 μm) fed on eight strains (seven species) of benthic diatom were examined in the laboratory. Post-larvae showed active feeding behaviour on all diatom strains. Two strains (Achnanthes longipes-1 and Nitzschia sp.) produced significantly faster growth (means 34-35 μm shell length per day) than the remaining six strains (means 11-17 μm/day). The two fast-growth strains were efficiently digested by post-larvae, with 93-94% of live cells ruptured during passage through the gut. Two of the remaining strains could not be ingested during the growth experiment because the cells were too large (A. longipes-2) or too strongly attached (Cocconeis pseudomarginata). For the other four strains (Navicula britannica, Nav. ramosissima, Navicula sp. and Nitzschia ovalis) most cells passed through the gut alive. Survival rate was highest on the two fast-growth strains, and survival was positively correlated with both growth rate (r = 0.73, P < 0.05) and digestion efficiency (r = 0.80, P < 0.05) of diatoms. The digestion efficiency of diatom strains appears to be an important factor determining their dietary value. Digestion efficiency can be influenced by diatom morphology, attachment strength, frustule strength and post-larval age/size. Isolation and use of digestible strains may improve hatchery culture of abalone.",10.1016/S0044-8486(97)00223-8,Article,Final,,Scopus,2-s2.0-0032518625
Correa-Reyes J.G.; Sánchez-Saavedra M.P.; Siqueiros-Beltrones D.A.; Flores-Acevedo N.,"Isolation and growth of eight strains of benthic diatoms, cultured under two light conditions",2001,Journal of Shellfish Research,20,2,603,610,,"We isolated seven strains of benthic diatoms from three abalone commercial fishery areas in the state of Baja California and in the proximity of several hatcheries and nursery. In all the cases, we isolated several strains of the genus Nitzschia and one strain of Amphiprora paludosa var. hyalina. Monospecific and non-axenic cultures of each strain were maintained on batch cultures under white and blue light at high (150 μE m-2 s-1) photon fluence rates. For all the diatoms we observed that the growth rate (μ) in the second or third day of culture had high values of duplicated strains per day. We compared the growth rate of these strains with a control specie Navicula incerta, a strain used as food in several abalone farms in México, and found similar growth rates in some of the cases. For each strain, a covariance analysis was used to compare growth using white versus blue light wavelength. No significant differences in growth were observed between the two light conditions. We obtained high growth rate for Amphiprora paludosa var. hyalina with almost double values of those obtained with of the control species N. incerta and the others strains: N. thermalis var. minor, N. fonticola var. pelagica and N. frustulum var. perminuta. The sub-strains of N. laevis exhibit equal growth rate and nearly 50% less than that of N. incerta. Our results suggest that some strains of benthic diatoms offer a good potential for use in feeding abalone post-larvae, because they can be cultured under high light irradiance apparently without photoinhibition and may exhibit high growth rates and high cell concentrations.",,Conference paper,Final,,Scopus,2-s2.0-0035717489
Simpson B.J.A.; Cook P.A.,Rotation diets: A method of improving growth of cultured abalone using natural algal diets,1998,Journal of Shellfish Research,17,3,635,640,,"The effect of rotating different algae in the diet of cultured South African abalone Haliotis midae was investigated. A diet rotation feeding scheme was designed to use less abundant algae, as well as the abundant kelp Ecklonia maxima. Rotation diets entailed feeding abalone on Ecklonia for 11 days of a 2-wk rotation cycle and on one of the less abundant algae species, or a mixture of the less abundant algae species, for the remaining 3 days. Six rotation diets and six single-species control diets were tested simultaneously over a 6-mo period. Shell length and body weight growths were ranked highest for the single-species diet Porphyra, but rotation diets were placed in the subsequent four ranking positions. Shell length growth rates varied between 27 and 38 μm day-1 for abalone fed rotation diets and between 15 and 53 μm day-1 for those fed single-species diets. Body weight growth rates varied between 34 and 55 mg day-1 for abalone fed rotation diets and between 9 and 74 mg day-1 for those fed the control diets. Abalone fed on rotation diets, generally, had a better body weight-to-shell length ratio.",,Conference paper,Final,,Scopus,2-s2.0-0032418938
Carefoot T.H.; Taylor B.E.; Land S.,Use of isolated digestive-gland cells in the study of biochemical and physiological processes in gastropod molluscs,2000,Comparative Biochemistry and Physiology - A Molecular and Integrative Physiology,125,4,497,502,,"We describe a method for preparation and maintenance of isolated digestive-gland cells in the abalone, Haliotis kamtschatkana. Viability of the isolated cells was confirmed by the fact that 18 h after preparation the cells exhibited less than 5% staining with trypan blue and actively synthesized glycogen following the addition of glucose substrate. Use of the method in a 15-month study of metabolic activity of the digestive gland of H. kamtschatkana showed significant differences in oxygen consumption of isolated-cell preparations correlated with seasonal differences in somatic and gametogenetic growth, and with relative size of the digestive gland. Copyright (C) 2000 Elsevier Science Inc.",10.1016/S1095-6433(00)00181-1,Article,Final,,Scopus,2-s2.0-0034085950
Bautista-Teruel M.N.; Millamena O.M.,"Diet development and evaluation for juvenile abalone, Haliotis asinina: Protein/energy levels",1999,Aquaculture,178,1-Feb,117,126,,"Juveniles of abalone, Haliotis asinina with mean initial weight and shell length of 0.6 ± 0.03 g and 15 ± 0.07 mm were fed practical diets for 90 days. The practical diets contained graded levels of protein from fish meal, shrimp meal, and soybean meal at 22 (diet 1), 27 (diet 2), and 32% (diet 3) with corresponding estimated metabolizable energy values of 3254, 3150, and 3090 kcal ME/kg diet. The amino acid profile and proximate analyses of muscle meat of the test animal and published nutrient requirements of other species of Haliotids were used as a basis for formulating and developing these practical diets. The diets were fed to abalone at 2-5% body weight once daily (1600 h) for biological evaluation in terms of weight gain (WG), increase in shell length (SL), specific growth rate (SGR), protein efficiency ratio (PER), feed conversion ratio (FCR) and for physical evaluation in terms of shell coloration of the animal. Natural food, Gracilariopsis baitinae (17% CP/2200 kcal ME/kg) (NF) fed ad libitum served as the control. Better growth rates, in terms of WG and SL, FCR and PER were noted in abalone fed the three formulated diets compared with those fed seaweed, G. baitinae. Abalone fed diets 3 (WG: 347%; SGR: 0.81; SL: 140%) and 2 (WG: 307%; SGR: 0.70; SL: 139%) showed significantly better growth rate than those fed diet 1 (WG: 252%; SGR: 0.51; SL: 132%). Natural food-fed abalone had the lowest WG (134%), SGR (0.06) and increase in SL (77%). Survival was generally high at 85-95% for all treatments. FCR (1.5-2.3) and PER (2.19-2.47) for animals fed the three diets were significantly better than for those fed natural food (0.10 PER and 6.98 FCR). Regression analysis showed the optimum protein level for juvenile abalone to be 27% with an energy level of 3150 kcal/kg ME. Abalone juveniles fed the formulated diets produced shells with light bluish green color while those fed seaweed retained the original brown color. Diet 2 which contained 27% protein, 5% lipid and 40% carbohydrates with an energy value of 3150 kcal/kg ME may be used as a basal diet for the rearing of juvenile abalone, H. asinina.",10.1016/S0044-8486(99)00121-0,Article,Final,,Scopus,2-s2.0-0033565804
Donovan D.A.; Carefoot T.H.,"Effect of activity on energy allocation in the northern abalone, Haliotis kamtschatkana (Jonas)",1998,Journal of Shellfish Research,17,3,729,736,,"The effect of activity, in the form of increased respiratory energy expenditure and secretion of mucus, on the summer and winter energy budgets of Haliotis kamtschatkana was assessed. Abalone exhibited seasonal variations in field activity with 20% of all individuals observed crawling during June to October, compared with <5% during December to February. In the laboratory, abalone exhibited diurnal as well as seasonal variation in activity. The laboratory activity budget showed that an average abalone spends 9.8 h day-1 quiescent, 12.0 h day-1 alert, 0.7 h day-1 feeding, and 1.5 h day-1 crawling during the summer, and 15.8 h day-1 quiescent, 5.5 h day-1 alert, 2.3 h day-1 feeding, and 0.4 h day-1 crawling during the winter. Videotapes of abalone made over 24-h periods revealed that abalone usually crawl at a rate of one shell length min-1. Locomotion is not continuous; rather, abalone stop and then start again, on average twice per meter. Components of the energy budget, C = F + U + P(g) + P(r) + R + M were measured during summer and winter months. None of the slopes of regressions of log10 energy (J day-1) on log10 mass (g) was significantly different between summer and winter for any of the energy budget components, except those of somatic growth on mass. Summer γ-intercepts were all significantly higher than winter γ-intercepts, indicating that energy consumption and expenditure were higher during the summer. Respiratory energy expenditure was the largest component of both summer and winter budgets. Activity accounted for 23% of total consumed energy during the summer and 13% during the winter.",,Conference paper,Final,,Scopus,2-s2.0-0032419465
Shipton T.A.; Britz P.J.,The effect of animal size on the ability of Haliotis midae L. to utilize selected dietary protein sources,2001,Aquaculture Research,32,5,393,403,,"The effect of animal size on the qualitative protein requirements of two size classes of Haliotis midae L. was assessed by feeding 12 semi-purified single protein test diets (20% protein, 6% lipid) to juvenile and young adult animals (10-20- and 40-50-mm initial shell length). The protein sources selected for the trial comprised four fishmeals, casein, spirulina, abalone viscera silage, brewery waste, torula yeast, carcass, sunflower and cotton seed meals. The results indicated that in terms of growth and feed efficiency, the fishmeals and spirulina were the most suitable candidates for use as primary protein sources in formulated feeds, and with the exceptions of the carcass meal and brewery waste, the remaining protein sources demonstrated promise as partial primary protein source replacements. Mean growth rates for the large and small abalone over the experimental period were 1.45 and 1.24 mm month-1 respectively. With respect to the larger size class of abalone, the smaller abalone displayed significantly reduced growth (F = 64.7, P < 0.0001), feed conversion ratio (F = 16.6, P < 0.0001) and protein efficiency (F = 26.8, P < 0.0001). Two-way analysis of variance revealed significant interactions between protein source, animal size and feed conversion ratio (F = 2.4, P < 0.01) and growth (F = 5.4, P < 0.05), thus indicating that qualitative differences exist between the dietary protein requirements of the juvenile and young adult abalone.",10.1046/j.1365-2109.2001.00572.x,Article,Final,,Scopus,2-s2.0-0035025683
Mai K.; Wu G.; Zhu W.,"Abalone, Haliotis discus hannai Ino, can synthesize myo-inositol de novo to meet physiological needs",2001,Journal of Nutrition,131,11,2898,2903,,"The experiments were conducted to investigate the effects of dietary myo-inositol on the survival, growth, proximate composition and de novo synthesis of myo-inositol in abalone, Haliotis discus hannai Ino. The possible inositol-synthesizing capacity of intestinal microflora was also examined. Seven semipurified diets were formulated to provide graded levels of myo-inositol (28.7-1020.1 mg/kg diet). A control diet, the basal diet supplemented with 4 g/kg tetracycline hydrochloride, was employed to suppress synthesis of myo-inositol by intestinal bacteria. Abalone juveniles of similar size (weight, 144.6 ± 0.8 mg; shell length, 10.92 ± 0.10 mm) were distributed in a flow-through system using a completely randomized design with eight treatments and three replicates per treatment. They were fed the appropriate diets once daily for 16 wk. Survival, growth, crude protein, lipid, moisture of whole soft body and visceral inositol content were independent of myo-inositol supplementation (P > 0.05). The addition of the antibiotic also did not affect the survival, growth and whole soft body composition. It indicated that intestinal microflora contributed little to the myo-inositol nutrition in abalone. The present study, for the first time, demonstrated de novo synthesis of myo-inositol in mollusks because the visceral tissue of abalone showed high levels of myo-inositol synthetase activities (combined activities of myo-inositol-1-phosphate synthetase and inositol-1-phosphatase), ranging from 74.0 to 98.2 μmol/(h·g protein). The enzyme activity significantly and negatively correlated with dietary myo-inositol level (r = -0.81). Hence, dietary myo-inositol is not essential for abalone because tissue synthesis of the vitamin appears to be sufficient to support normal growth and health of this mollusk.",10.1093/jn/131.11.2898,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-0035163067
Martello L.B.; Tjeerdema R.S.; Smith W.S.; Kauten R.J.; Crosby D.G.,Influence of salinity on the actions of pentachlorophenol in haliotis as measured by in vivo31P NMR spectroscopy,1998,Aquatic Toxicology,41,3,229,250,,"The actions of pentachlorophenol (PCP) under various water salinities was investigated in live, intact red (Haliotis rufescens) and black abalone (H. cracherodii) by in vivo 31P nuclear magnetic resonance (NMR) spectroscopy. Based on PCP toxicity in red abalone (6 h LC50 1.6 mg 1-1; 6 h NOEL = 0.8 mg 1-1), animals were exposed in flowing seawater (14°C) to a sublethal PCP concentration of 1.2 mg 1-1 and a water salinity of either 25, 35 or 45 ‰. Phosphagen changes in foot muscle were monitored by surface-probe localized 31P NMR. Upon PCP exposure, phosphoarginine (PA) levels declined and inorganic phosphate (Pi) levels concurrently increased. Dosing was terminated at a standard metabolic endpoint (MEP). defined as the time for the spectral peak height for Pi to reach one-half that of PA. This was on average 3.3 ± 0.2 and 6.8 ± 0.7 h at ambient salinity; 5.3 ± 0.7 and 7.1 ± 0.7 h for high salinity; and 4.0 ± 0.5 and 6.5 ± 1.0 h at low salinity, for red and black abalone, respectively. During recovery, all biochemical endpoints returned to normal; however, both onset and intensity of effects were influenced by changes in seawater salinity. Disposition of [U-14C]PCP in both species was also examined to determine if the effects observed with NMR had a kinetic basis. Three sets of abalone (n = 3) from each species were exposed to each salinity (25, 35 and 45 ‰), plus 1.2 mg 1-1 of [U-14C]PCP. Red abalone were exposed for 3.5 h and black abalone for both 3.5 and 6.5 h (they represent the lowest average MEP for both species). Residues were quantified via tissue digestion and liquid scintillation counting. The 3.5 h total concentration factors (TCFs) for red abalone were not significantly different among the three salinities (P > 0.05) and ranged from 104 to 133. However, low salinity seemed to deter the uptake of [U-14C]PCP in black abalone, as the TCF was over three times lower for abalone exposed to 25 ‰ at both 3.5 h (TCF = 19 ± 11) and 6.5 h (TCF = 38 ± 8) than at 35 ‰ (3.5 h TCF = 62 ± 6; 6.5 h TCP = 119 ± 11) and 45 % (3.5 h TCF = 67 ± 14, 6.5 h TCP = 115 ± 8). Furthermore, the 3.5 h TCP for red abalone exposed to PCP at all salinities was similar to the 6.5 h TCF for black abalone exposed at 35 and 45 ‰. Thus, black abalone appear to have greater resistance to the combined effects of PCP and salinity variations, which appears to be due to slower uptake of the biocide. While PCP is a potent uncoupler of mitochondrial oxidative phosphorylation, use of varying water salinities simulated an additional stress imposed on intertidal animals by transient or seasonal environmental changes. © 1998 Elsevier Science B.V. All rights reserved.",10.1016/S0166-445X(97)00080-5,Article,Final,,Scopus,2-s2.0-0032522561
Vandepeer M.E.; Hone P.W.; Van Barneveld R.J.; Havenhand J.N.,The utility of apparent digestibility coefficients for predicting comparative diet growth performance in juvenile greenlip abalone Haliotis laevigata,1999,Journal of Shellfish Research,18,1,235,241,,"The Utility of using apparent amino acid and energy digestibility coefficients of individual ingredients to formulate diets for juvenile greenlip abalone, Haliotis laevigata, to specified digestible protein and energy levels, and rate of food consumption as a function of body size was studied. Five diets were formulated to have the same total digestible-protein and energy contents, based on the apparent amino acid and energy digestibility coefficients of their ingredients. Despite similar nutrient profiles, the diets differed in their level of inclusion and combinations of four ingredients: semolina, soyflour, casein, and fishmeal. Diets were offered at two levels, subsatiation (0.01 g/d/abalone) and excess (0.1 g/d/abalone). Specific growth rates of shell length and wet weight of abalone were not significantly different among diets between feed levels. Thus, it seems that amino acid and energy digestibility coefficients of individual ingredients can be used effectively to formulate diets for abalone to desired levels of digestible protein and energy. The rate of food consumption of an abalone increased allometrically with its size dC(t)/dt = a(t)W(t)b, where C(t) and W(t) are, respectively, its total food consumption during a certain period of time up to time t, and its wet body weight at time t; a(t)s and bare its allometric parameters to be estimated. If a(t)s were assumed to vary with time, 1% increase in body weight required (0.5368 ± 0.1183)% increase in food consumption. If a(t)s were assumed to be constant over time, 1% increase in body weight required (0.6861 ± 0.1404)% increase in food consumption.",,Article,Final,,Scopus,2-s2.0-0032803142
Schäffer T.E.; Ionescu-Zanetti C.; Proksch R.; Fritz M.; Walters D.A.; Almqvist N.; Zaremba C.M.; Belcher A.M.; Smith B.L.; Stucky G.D.; Morse D.E.; Hansma P.K.,Does Abalone Nacre Form by Heteroepitaxial Nucleation or by Growth through Mineral Bridges?,1997,Chemistry of Materials,9,8,1731,1740,,"We present experimental support for a model of abalone nacre growth that is based on mineral bridges between successive aragonite tablets rather than on heteroepitaxial nucleation. Interlamellar sheets of organic polymers delineate the aragonite tablets but allow the tablets to grow mineral bridges through pores in the sheets. Atomic force microscope images of interlamellar organic sheets from flat pearls made by Haliotis rufescens (red abalone; marine gastropod mollusk) reveal a fibrous core and holes of 5-50 nm in diameter. Scanning ion conductance microscopy shows that these holes are actually pores through the interlamellar sheets. With the help of statistical analysis we can associate the pore-to-pore spacings in the interlamellar sheets with the observed offsets of successive nacre tablets. These results, supplemented by AFM, SEM, and TEM images, support and extend the model of biofabrication of gastropod nacre which is based on mineral bridges between the aragonite tablets.",10.1021/cm960429i,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-1542790019
Basuyaux O.; Mathieu M.; Day C.,Effects of salinity on diet and growth of the sea urchin Paracentrotus lividus and the abalone Haliotis tuberculata; [Effets de la salinité sur la consommation alimentaire et sur la croissance de l'oursin Paracentrotus lividus et de l'ormeau Haliotis tuberculata en élevage en circuit semi-fermé],1998,Bulletin de la Societe Zoologique de France,123,2,141,150,,"Abalone (Haliotis tuberculata) and sea urchins (Paracentrotus lividus) reared in a closed circulation system were exposed to different salinities (26 to 38 PSU). The two species displayed differences with regards to growth and feeding rates. Paracentrotus lividus appeared to be very sensitive to salinity variations, which led to a decrease in growth (of the order of a 50% reduction) at 26 PSU. Haliotis tuberculata was not affected by salinities between 29 and 38 PSU. A decrease in growth rate was observed only in the lowest salinity (i.e. 26 PSU).",,Article,Final,,Scopus,2-s2.0-0038810752
