Authors,Title,Year,Source.Title,Volume,Issue,Start.Page,End.Page,Article.Number,Abstract,DOI
"Gorrostieta-Hurtado, E; Searcy-Bernal, R; Anguiano-Beltrán, C; García-Esquivel, Z; Valenzuela-Espinoza, E",Effect of darkness on the early postlarval development of Haliotis corrugata abalone fed different diatom densities,2009,CIENCIAS MARINAS,35,1,113,122,,"Four-day-old postlarvae of the abalone Haliotis corrugata were exposed to different diatom densities (Navicula incerta, 0 to 8000 cells mm(-2)) under two illumination conditions: constant light (19-21 mu mol quanta m(-2) s(-1)) and darkness. The effect of these two factors on postlarval grazing rate, survival, and growth was evaluated. The experiment was conducted for 14 days in 10-mL sterile wells following a split-plot experimental design with three replicates per treatment. The highest grazing rate was observed in the 2000 cells mm(-2) density treatment and it was higher in darkness (196 +/- 67 cells p1(-1) h(-1)) than in constant light (139 +/- 36 cells pl(-1) h(-1)). Mean survival was also higher in darkness (59%) than under constant light (44%), as was mean growth rate (20 and 14 mu m d(-1), respectively). Growth rate at the end of the experimental period tended to decrease with the increase in diatom density. Higher grazing and growth rates, in darkness reinforce the hypothesis that the nocturnal habits of abalone develop soon after metamorphosis is and not at juvenile stages as usually considered.",10.7773/cm.v35i1.1446
"Durazo-Beltrán, E; D'Abramo, LR; Toro-Vazquez, JF; Vasquez-Peláez, C; Viana, MT",Effect of triacylglycerols in formulated diets on growth and fatty acid composition in tissue of green abalone (Haliotis fulgens),2003,AQUACULTURE,224,1-Apr,257,270,,"Isocalotic formulated diets containing four different sources of triacylglycerols (olive, corn, linseed and cod liver oils) at three levels (1.5%, 3.0% and 5.0%, total added dietary lipid = 5.0%) and a crude protein content of 37.5% to 39.9% were fed to juvenile green abalone (Haliotis fulgens). Growth and fatty acid composition of the muscle tissue were compared to that of abalone fed a reference diet that contained no added lipids (0.25% total lipids). After 75 days of culture in a flow-through system, no significant differences in growth were found among abalone fed the different oil types. Responses to different dietary levels of lipid were significantly different but not to sources of oils. Maximum growth was achieved at a 1.5% inclusion of oil sources. It appears that abalone have a great capacity to synthesize lipid from carbohydrate sources. Results also suggest that abalone are capable of desaturation and elongation of 18 C polyunsaturated fatty acids (PUFAs) of the n - 3 and n - 6 family to 20:5n - 3 and 20:4n - 6. Synthesis of 22:6n - 3 from 20:5n - 3 is not reflected in the results. The lack of a growth response to the different levels of highly unsaturated fatty acids (HUFA) provided by the different oils included in the experimental diets may be due to an insufficient duration of the experiment to achieve an essential fatty acid deficiency. The relationship between fatty acid profiles of tissue and the diets fed to the abalone suggests that metabolic activity of the gut microflora is not a source of essential fatty acids. (C) 2003 Elsevier Science B.V. All rights reserved.",10.1016/S0044-8486(03)00223-0
"Vosloo, D; van Rensburg, L; Vosloo, A","Oxidative stress in abalone: The role of temperature, oxygen and L-proline supplementation",2013,AQUACULTURE,416,,265,271,,"In their natural distribution range and in on land-based mariculture facilities, Haliotis midae may be exposed to a relatively wide range of temperatures and oxygen levels, that can induce differential degrees of stress with concomitant metabolic responses. In the current study juvenile H. midae were exposed for one month to two constant temperatures (14 degrees C and 19 degrees C), with three oxygen levels (82%, 98% and 126% oxygen saturation) at each temperature. One additional treatment was included at 19 degrees C, 126% oxygen, where feed was supplemented with L-proline. The results presented here suggest that long-term 19 degrees C exposure is more stressful to H. midae juveniles than a 14 degrees C exposure of the same duration, since exposure to higher temperature generally resulted in higher activities of the antioxidant enzymes measured but lower total antioxidant capacities. Haemolymph glucose levels responded to oxygen treatment at the 14 degrees C exposure, but the same response was not initiated in the 19 degrees C treatment, possibly because the animals exposed to the 19 degrees C treatment relied on proteins to a larger extent. Increased oxygen levels at the 19 degrees C treatment did not cause more DNA damage or protein carbonylation compared to lower oxygen levels. Supplementing feed with L-proline at the high temperature/high oxygen treatment caused a decrease in haemolymph haemocyanin (which may exhibit catalase function) content and a slight decrease in some of the antioxidant enzyme activities, while maintaining the same total antioxidant capacity compared with the same treatment where feed was not supplemented. The overall DNA integrity profile also changed with proline-supplementation, as did the induction level of hsp70. When projecting tissue growth over a 12 month period under these conditions, we estimate that H. midae juveniles in this study may exhibit a significant increase in mass when their feed was supplemented with L-proline, indicating that L-proline supplementation provides some benefit to the individual. It might therefore warrant conducting long-term growth trials on land-based mariculture facilities to further investigate its potential benefit to the mariculture industry. (C) 2013 Elsevier B.V. All rights reserved.",10.1016/j.aquaculture.2013.09.031
"Ansary, MWR; Baek, SI; Jeong, HS; Lee, KW; Cho, SH; Kim, HS; Jwa, MS","Substitution effect of the combined fouling macroalgae Ulva australis and Sargassum horneri for Undaria pinnatifida in formulated diets on growth and body composition of juvenile abalone (Haliotis discus, Reeve 1846) subjected to air exposure stressor",2019,JOURNAL OF APPLIED PHYCOLOGY,31,5,3245,3254,,"The effect of substituting the combined macroalgae Ulva australis and Sargassum horneri for Undaria pinnatifida in formulated diets on growth and body composition of abalone subjected to air exposure stressor was investigated. A total of 1260 juvenile abalone were distributed into 21 cages. Six formulated diets were prepared. The control (CUS0) diet contained 20% U. pinnatifida. Twenty, 40, 60, 80, and 100% of U. pinnatifida were substituted with an equal amount of the combined U. australis and S. horneri, referred to as the CUS20, CUS40, CUS60, CUS80, and CUS100 diets, respectively. Finally, dry U. pinnatifida was prepared to compare the growth performance of abalone. Abalone were fed with one of the experimental diets once a day for 16 weeks and then subjected to air stressor for 24 h. The cumulative mortality of abalone was monitored for the following 4 days after 24 h of air exposure. Abalone fed all formulated diets attained higher survival, weight gain, and specific growth rate (SGR) than U. pinnatifida. Abalone fed the CUS100 diet achieved greatest weight gain and SGR, followed by the CUS80 and CUS60 diets. The greatest shell growth and heaviest soft-body weight were obtained in abalone fed the CUS100 diet. Proximate composition of the soft body of abalone, except for moisture content, was not affected by the experimental diets. The cumulative mortality of abalone fed the U. pinnatifida was higher than that of abalone fed all formulated diets at 84 h until the end of the 4-day post observation. The lowest cumulative mortality was obtained in abalone fed the CUS80 diet at the end of the 4-day post observation. Therefore, U. pinnatifida could be completely replaced with the combined U. australis and S. horneri in abalone (H. discus) feed.",10.1007/s10811-019-01812-x
"Bolton, JJ; Robertson-Andersson, DV; Shuuluka, D; Kandjengo, L",Growing Ulva (Chlorophyta) in integrated systems as a commercial crop for abalone feed in South Africa: a SWOT analysis,2009,JOURNAL OF APPLIED PHYCOLOGY,21,5,575,583,,"Over 1,000t fresh weight of Ulva was cultivated on South African abalone farms in 2007, primarily for feed, but in one case to allow partial re-circulation by nutrient removal. The potential of this new commercial crop is analysed. Material is collected from natural free-floating populations and at least four species are commonly grown, with different ecophysiological characteristics. A brown epiphyte, Myrionema strangulans, causes a disease of the Ulva, which is currently managed by farmers by restocking. The main potential threat is that some farmers are wary of integrated systems, fearing they may promote disease in abalone, although Ulva has been grown in abalone effluent and fed back to the abalone on one farm for 6 years without adverse effects. Opportunities exist for the expansion of Ulva cultivation via further spread of the abalone industry, the inclusion of seaweed raceways in proposed fish-farming activities, or the potential for the inclusion of high quality cultivated Ulva as a constituent in aquafeed. A conservative estimate of production over a full year from these raceway systems was 26.1 g dw m(-2) day(-1) ( 2006) and 19.7 g dw m(-2) day(-1) ( 2007), similar to maximum figures for total annual microalgal biomass production in outdoor systems.",10.1007/s10811-008-9385-6
"Zhu, W; Mai, KS; Wu, GT","Thiamin requirement of juvenile abalone, Haliotis discus hannai Ino",2002,AQUACULTURE,207,3-Apr,331,343,PII S0044-8486(01)00749-9,"Juvenile abalone, Haliotis discus hannai Inc, of initial weight 0.55 +/- 0.02 g, were fed with experimental diets with graded levels of thiamin-HCl (0, 9.8, 18.9, 37.2, 75.9, 150.4 and 309.5 mg/kg diet) for 16 weeks. Thiamin-HCl and other water-soluble vitamins were microencapsulated with sodium alginate by an emulsion coacervation process prior to supplementation. To estimate the thiamin requirement of abalone and to evaluate the thiamin status in this animal, weight gain (WG), daily increment in shell length (DISL), tissue thiamin, thiamin pyrophosphate (TPP), thiamin monophosphate (TMP), transketolase (TKA) and thiamin pyrophosphate effect (TPP-effect) both in viscera and muscle were measured. Except for TMP, all parameters mentioned above responded significantly to the change of dietary thiamin levels in a broken line model. However, growth (WG and DISL), TPP concentrations and TPP-effect both in viscera and muscle were found to be the most sensitive indicators. Based on broken line analyses, the thiamin requirement to satisfy maximum growth was estimated to be 51 mg/kg diet, and the dietary thiamin levels to maximize visceral TPP content and TPP-effect of H, discus hannai were estimated to be 61 and 58 mg/kg diet, respectively. (C) 2002 Elsevier Science B.V All rights reserved.",10.1016/S0044-8486(01)00749-9
"Lee, KW; Kim, HJ; Kim, HS; Choi, DG; Jang, BI; Cho, SH; Min, BH; Kim, KD; Joo, YI","EFFECTS OF DIETARY CARBOHYDRATE SOURCES ON GROWTH AND BODY COMPOSITION OF JUVENILE ABALONE (HALIOTIS DISCUS, REEVE)",2017,JOURNAL OF SHELLFISH RESEARCH,36,1,151,156,,"A 16-wk feeding trial was conducted to assess the effects of different types of dietary carbohydrate on growth and body composition of juvenile abalone (Haliotis discus). A total of 1,680 abalone were randomly distributed among 24 containers (70 per container) and fed one of eight diets, including seven experimental diets containing different types of carbohydrates, including dextrin (DT), glucose (GC), corn starch (CS), alpha-cellulose (CL), maltose (MT), sucrose (SC), and wheat flour (WF), and Undaria to compare effect of experimental diets. Water stability of the diets was measured 12, 24, and 48 h after seawater immersion. Water stability of the diets was different over all periods of time and their significant interaction was also observed. Survival was not significantly affected by diet. Weight gain and specific growth rate were greatest in abalone fed on the CL diet. Shell length, width, height, and soft body weight were greatest in abalone fed the CL diet, followed by the WF, DT, SC, CS, GC, and MT diets and Undaria. Weight gain, specific growth rate, crude protein, and crude lipid contents of the soft body of abalone fed on the experimental diets were greater than those fed on Undaria. This study shows that CL is the most effective carbohydrate source for improving growth of this species of juvenile abalone and practically applicable in formulating abalone feed.",10.2983/036.036.0115
"de la Peña, TC; Cárcamo, CB; Díaz, MI; Winkler, FM; Morales-Lange, B; Mercado, L; Brokordt, KB",Cloning and molecular characterization of two ferritins from red abalone Haliotis rufescens and their expressions in response to bacterial challenge at juvenile and adult life stages,2018,FISH & SHELLFISH IMMUNOLOGY,82,,279,285,,"Ferritins are ubiquitous proteins with a pivotal role in iron storage and homeostasis, and in host defense responses during infection by pathogens in several organisms, including mollusks. In this study, we characterized two ferritin homologues in the red abalone Haliotis rufescens, a species of economic importance for Chile, USA and Mexico. Two ferritin subunits (Hrfer1 and Hrfer2) were cloned. Hrfer1 cDNA is an 807 bp clone containing a 516 bp open reading frame (ORF) that corresponds to a novel ferritin subunit in H. rufescens. Hrfer2 cDNA is an 868 bp clone containing a 516 bp ORF that corresponds to a previously reported ferritin subunit, but in this study 5'- and 3'-UTR sequences were additionally found. We detected a putative Iron Responsive Element (IRE) in the 5'-UTR sequence, suggesting a posttranscriptional regulation of Hrfer2 translation by iron. The deduced protein sequences of both cDNAs possessed the motifs and domains required in functional ferritin subunits. Expression patterns of both ferritins in different tissues, during different developmental stages, and in response to bacterial (Vibrio splendidus) exposure were examined. Both Hrfer1 and Hrfer2 are most expressed in digestive gland and gonad. Hrfer1 mRNA levels increased about 34-fold along with larval developmental process, attaining the highest level in the creeping post-larvae. Exogenous feeding is initiated at the creeping larva stage; thus, the increase of Hrfer1 may suggest and immunity-related role upon exposure to bacteria. Highest Hrfer2 expression levels were detected at trochophore stage; which may be related with early shell formation. Upon challenge with, the bacteria an early mild induction of Hrfer2 (2 h post-challenge), followed by a stronger induction of Hrfer1 at 15 h post-challenge, was observed in haemocytes from adult abalones. While maximal upregulation of both genes in the whole individual occurred at 24 h post-challenge, in juveniles. A significant increase in ferritin protein levels from 6 h to 24 h post-challenge was also detected. Our results suggest an involvement of Hrfer1 and Hrfer2, and of ferritin proteins in the immune response of H. rufescens to bacterial infection.",10.1016/j.fsi.2018.08.030
"Durazo, E; Viana, MT",Fatty acid profile of cultured green abalone (Haliotis fulgens) exposed to lipid restriction and long-term starvation,2013,CIENCIAS MARINAS,39,4,363,370,,"The fatty acid composition of juvenile green abalone (Haliotis fulgens) exposed to lipid restriction and long-term starvation was studied. Juvenile organisms were acclimated during 26 days and then randomly separated into three treatment groups. One group was fed a restricted diet containing low lipid content (0.14%), another was fed a rich diet containing the optimal lipid content (5.1%), and the third was kept under starvation conditions. After 90 days, the abalone fed the restricted diet showed a significant increase in 18:1n-9 content and a decrease in n-3 and n-6 polyunsaturated fatty acids (PUFA), but the total lipid level remained similar to that observed before the treatment, suggesting lipogenesis. On the other hand, no changes in total lipid content and fatty acid profile were found during the 90-day treatment using the rich lipid diet compared with the initial samples. Starved abalone showed that lipids did not constitute the main energy source and that the concentrations of long-chain PUPA did not change throughout the 90-day starvation period.",10.7773/cm.v3914.2283
"MERCER, JP; MAI, KS; DONLON, J","COMPARATIVE-STUDIES ON THE NUTRITION OF 2 SPECIES OF ABALONE, HALIOTIS-TUBERCULATA LINNAEUS AND HALIOTIS-DISCUS-HANNAI INO .1. EFFECTS OF ALGAL DIETS ON GROWTH AND BIOCHEMICAL-COMPOSITION",1993,INVERTEBRATE REPRODUCTION & DEVELOPMENT,23,2-Mar,75,88,,"This study was conducted to examine the nutritional value of eight algal diets for two species of abalone, Haliotis tuberculata and Haliotis discus hannai, by measuring biochemical composition of the algae and relating this to feeding rate, growth and biochemical composition of the animals. Nutritional value of algal diets can be divided into three categories for each species of abalone. For H. tuberculata the best performance was on the mixed diet and Palmaria palmata intermediate was Alaria esculenta, Ulva lactuca and Laminaria digitata, and lowest growth was on Laminaria saccharina and Chondrus crispus. For H. discus hannai, best performance was on A. esculenta, P. palmata and the mixed diet; intermediate was on L. saccharina and L. digitata and lowest was on U. lactuca. It is generally accepted that high ''balanced'' levels of protein (> 15%), lipid (3-5%) and carbohydrate (20-30%), with no detrimental substances in natural algae are essential for optimal growth performance of these abalone. The fact that A. esculenta, L. saccharina and U. lactuca had different dietary values for the two abalone species indicates specific nutritive requirements and/or digestive physiology. Overall, H. tuberculata grew faster, had higher food conversion efficiencies and muscle yield than H. discus hannai. Generally abalone fed on the highest category diets, had higher muscle yields and levels of protein, visceral lipids and muscle carbohydrate. Viscera and foot muscle are reservoirs for lipid and carbohydrate, respectively. The effect of algal diet on sexual maturation is similar to that on somatic growth.",10.1080/07924259.1993.9672298
"Nam, SE; Haque, MN; Lee, JS; Park, HS; Rhee, JS",Prolonged exposure to hypoxia inhibits the growth of Pacific abalone by modulating innate immunity and oxidative status,2020,AQUATIC TOXICOLOGY,227,,,,105596,"In aquatic animals, hypoxia is associated with growth retardation, impaired immunity, susceptibility to pathogens, oxidative stress, and mortality. However, the relative long-term effects of hypoxia on bivalves, including abalone, are not well understood. In this study, we examined the effects of exposure to hypoxic (2.5 and 4 mg O-2 L-1) and normoxic (8 mg O-2 L-1) conditions on the growth, survival, and immune and antioxidant responses of the economically important Pacific abalone Haliotis discus hannai over a 4 month period. We observed that exposure to 2.5 mg O-2 L-1 resulted in marked reductions in assessed shell parameters, average meat weight, and survival compared with exposure to 4 and 8 mg O-2 L-1. There were also significant reductions in oxygen consumption and ammonia-N excretion in abalone exposed to 2.5 mg O-2 L-1. We also detected initial immunosuppression in the 2.5 mg O-2 L-1 -treated abalone, as evidenced by a significant reduction in total hemocytes and inhibition of antibacterial and lysozyme activities. Furthermore, intracellular malondialdehyde concentrations were significantly elevated at 1 month in the 2.5 mg O-2 L-1 treatment group, whereas there were reductions in the levels of glutathione and enzymatic activities of catalase and superoxide dismutase, thereby indicating potential hypoxia-induced oxidative stress and a depression of antioxidant capacity. After 4 months of treatment, severe hypoxia (2.5 mg O-2 L-1) had significantly modulated all measured parameters, whereas exposure to 4 and 8 mg O-2 L(-1 )had induced no significant effects. Collectively, our observations indicate that under long-term exposure to hypoxia, Pacific abalone failed to maintain an effective antioxidant defense system and adequate immunity, with the observed biochemical disruptions leading to a reduction in growth and survival.",10.1016/j.aquatox.2020.105596
"Bautista-Teruel, MN; Maquirang, JRH; dela Peña, MR; Balinas, VT","Use of agar-bound microparticulate diet as alternative food for tropical abalone, Haliotis asinina (Linnaeus 1758) post-larvae in large-scale cultures",2017,AQUACULTURE INTERNATIONAL,25,3,1239,1252,,"The efficacy of using agar-bound microparticulate diet (A-MPD) as alternative food for abalone Haliotis asinina Linne post-larvae in large-scale culture was investigated. Larvae sourced from the hatchery-bred (HB) and wild-sourced (WS) broodstock were fed with either diatoms (TMT1-NF), agar-bound microparticulate diet (TMT2-A-MPD), or a combination of both feeds (TMT3-NF + A-MPD) in six 2-m(3) tanks replicated over time. Three hundred thousand veliger larvae were stocked/tank containing 80 corrugated plates with mucus trails hanging on bamboo poles. Feeds were given at 0900 h starting at day 3 with seawater flow through introduced every 1400 h starting day 5. Two-way analysis of variance determined significant differences (p < 0.05) in survival and shell length between larval sources and feed types. Tukey's post hoc test established differences among treatment means. At day 30, survival for HB- and WS-sourced larvae was significantly higher (42%) in TMT3 compared with TMT2 having 35% for HB and 38% for WS (p < 0.05). Larvae fed with TMT1 had significantly lowest survival among the three treatments. Survival at 60 and 90 days did not show significant difference for TMT2 and TMT3 regardless of broodstock source. Post-larval shell growth (90 days), from both sources fed with TMT2 and TMT3, was significantly higher than TMT1 (p < 0.05). Larval performance did not show any significant interactions between HB and WS broodstock. The use of A-MPD alone or in combination may elicit improvement in survival and shell length growth in abalone larvae regardless of larval sources. A-MPD may be used as full or partial replacements to diatoms as alternative food for abalone post-larvae in large-scale culture.",10.1007/s10499-017-0110-9
"Cyrus, MD; Bolton, JJ; Macey, BM",The use of stable isotope ratios ?13C and ?15N to track the incorporation of Ulva and other important dietary ingredients into the gonads of the sea urchin Tripneustes gratilla,2020,AQUACULTURE NUTRITION,26,1,174,185,,"In this study, we demonstrate how stable carbon (C) and nitrogen (N) isotope analysis can be used to estimate the allocation of specific dietary ingredients, incorporated into four artificially formulated feeds supplemented with varying amounts of dried seaweed Ulva armoricana (0, 50, 150 and 200 g/kg), to the production of gonads by Tripneustes gratilla over a 20-week growth trial. Results indicate that U. armoricana is an important dietary ingredient for gonad production, accounting for an average of 37.33 +/- 1.03% of the isotopic signal recorded for gonads at the end of the growth trial. This is significantly more than fish meal and soya, which only contributed an average of 11.40 +/- 1.81 and 3.80 +/- 0.09%, respectively, of the isotopic signal of the gonads. Maize and wheat each account for almost 25% of all the dietary ingredients used to formulate the feeds, but their relative contribution to gonad production only averaged 8.55 +/- 0.58 and 3.80 +/- 0.05%, respectively, among the diets. This indicates that, at least for gonad development, these ingredients may not be required at such high levels. These findings support previous data on the importance of Ulva in abalone and urchin diets, and demonstrate the value of stable isotope analysis for assessing the contribution of specific dietary ingredients in new feed formulations, particularly where growth of specific tissues is being investigated.",10.1111/anu.12979
"Priyathilaka, TT; Bathige, SDNK; Lee, S; Yang, H; Jeong, T; Lee, S; Lee, J",Structural and functional analysis of three I?b kinases (IKK) in disk abalone (Haliotis discus discus): Investigating their role in the innate immune responses,2020,FISH & SHELLFISH IMMUNOLOGY,103,,111,125,,"The I kappa B kinases (IKK) are large multiprotein complexes that regulate the activation of the transcription factor NF-kappa B and are involved in a diverse range of biological processes, including innate immunity, inflammation, and development. To explore the potential roles of invertebrate IKKs on immunity, three IKK encoding genes have been identified from molluscan species disk abalone and designed as AbIKK1, AbIKK2 and AbIKK3 at the transcriptional level. Coding sequences of AbIKK1, AbIKK2 and AbIKK3 encode the peptides of 746, 751 and 713 amino acids with the predicted molecular mass of 86.16, 86.12 and 81.88 kDa respectively. All three AbIKKs were found to share conserved IKK family features including the kinase superfamily domain (KD), ubiquitin-like domain (ULD), and alpha-helical scaffold/dimerization domain (SDD), similar to their mammalian counterparts. Under normal physiological conditions, AbIKKs were ubiquitously detected in six different tissues, with the highest abundance in the digestive tract and gills. Temporal transcriptional profiles in abalone hemocytes revealed the induction of AbIKK1, AbIKK2, and AbIKK3 expression following exposure to Gram-negative (Vibrio parahemolyticus) and Gram-positive (Listeria monocytogenes) bacteria, viruses (viral hemorrhagic septicemia virus, VHSV), LPS, or poly I:C. The overexpression of AbIKKs in HEK293T or RAW264.7 murine macrophage cells induced NF-kappa B promoter activation independent of stimulation by TNF-alpha or LPS. Moreover, iNOS and COX2 expression was induced in AbIKK transfected RAW264.7 murine macrophage cells and the induced state was maintained post-LPS treatment. Furthermore, mRNA levels of three selected cytokine-encoding genes (IL-1 beta, IL6, and TNF-alpha) were found to be elevated in abalone IKK overexpressed RAW264.7 murine macrophage cells, both with and without LPS exposure. Overall, our findings demonstrated that AbIKKs identified in this study were positively involved in eliciting innate immune responses in abalone. In addition, the data revealed the presence of an evolutionarily conserved signaling mechanism for IKK mediated NF-kappa B activation in mollusks.",10.1016/j.fsi.2020.04.029
"Wu, CL; Wang, J; Xu, W; Zhang, WB; Mai, KS",Dietary ascorbic acid modulates the expression profile of stress protein genes in hepatopancreas of adult Pacific abalone Haliotis discus hannai Ino,2014,FISH & SHELLFISH IMMUNOLOGY,41,2,120,125,,"This study was conducted to investigate the effects of dietary ascorbic acid (AA) on transcriptional expression patterns of antioxidant proteins, heat shock proteins (HSP) and nuclear factor kappa B (NF-kappa B) in the hepatopancreas of Pacific abalone Haliotis discus hannai Ino (initial average length: 84.36 +/- 0.24 mm) using real-time quantitative PCR assays. L-ascorbyl-2-molyphosphate (LAMP) was added to the basal diet to formulate four experimental diets containing 0.0, 70.3, 829.8 and 4967.5 mg AA equivalent kg(-1) diets, respectively. Each diet was fed to triplicate groups of adult abalone in acrylic tanks (200 L) in a flow-through seawater system. Each tank was stocked with 15 abalone. Animals were fed once daily (17:00) to apparent satiation for 24 weeks. The results showed that the dietary AA (703 mg kg(-1)) could significantly up-regulate the expression levels of Cu/Zn superoxide dismutase (SOD), catalase (CAT), glutathione-S-transferase (GST), feritin (FT) and heat shock protein 26 (HSP26) in the hepatopancreas of abalone in this treatment compared to the controls. However, the expression levels of Mn-SOD, glutathione peroxidase (GPX), thioredoxin peroxidase (TPx), selenium-binding protein (SEBP), HSP70 and HSP90 were significantly down-regulated. Compared with those in the group with 70.3 mg kg(-1) dietary AA, the expression levels of CAT, GST and HSP26 were decreased in abalone fed with very high dietary AA (4967.5 mg kg). In addition, significant up-regulations of expression levels of Mn-SOD, GPX, TPx, SEBP, FT, HSP70, HSP90 and NF-kappa B were observed in abalone fed with apparently excessive dietary AA (829.8 and 4967.5 mg kg(-1)) as compared to those fed 70.3 mg kg(-1) dietary AA. These findings showed that dietary AA influenced the expression levels of antioxidant proteins, heat shock proteins and NF-kappa B in the hepatopancreas of abalone at transcriptional level. Levels of dietary AA that appeared adequate (70.3 mg kg(-1)) reduced the oxidative stress by influencing gene expression of antioxidant proteins, but excessive dietary AA (829.8 and 4967.5 mg kg(-1)) induced oxidative stress in Pacific abalone H. discus hannai. (C) 2014 Elsevier Ltd. All rights reserved.",10.1016/j.fsi.2014.08.026
"Bansemer, MS; Qin, JG; Harris, JO; Duong, D; Currie, KL; Howarth, GS; Stone, DAJ",Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata),2016,JOURNAL OF APPLIED PHYCOLOGY,28,6,3645,3658,,"Wild greenlip abalone predominantly consumes macroalgae, but under culture conditions in Australia, they are fed formulated diets. Dried macroalgae meals are promising ingredients for abalone diets. In this 92-day study, the growth, feed utilisation and digestive enzyme activities of greenlip abalone (Haliotis laevigata; 2.89 g) fed dried macroalgae meals (Ulva sp. meal or Gracilaria cliftonii meal) in formulated diets were investigated. Seven experimental formulated diets, a basal diet (0 % diet) and three inclusion levels of Ulva sp. meal (5, 10 and 20 % inclusions) and Gracilaria sp. meal (5, 10 and 20 % inclusions) were used. Diets were formulated to contain 35 % crude protein, 5 % crude lipid and 17.5 MJ kg(-1) gross energy. A commercial diet was also fed to abalone and compared with the 0 % diet. Growth and feed conversion ratio (FCR) of abalone fed the 0 % diet and commercial diet were similar. Abalone fed 5 % Gracilaria sp. meal or Ulva sp. meal exhibited superior growth to abalone fed 0 %. However, increasing dietary Gracilaria sp. meal inclusions (> 10 %) led to further growth improvements but impaired protein and energy retentions. In contrast, abalone fed > 10 % Ulva sp. meal inclusions exhibited similar growth to those fed 0 and 5 % Ulva sp. Although Ulva sp. and Gracilaria sp. meals are currently not commercially viable, this study clearly demonstrates the potential to develop abalone feeds with inclusions of dried macroalgae meal. We recommend a dietary inclusion of 10 % Gracilaria sp. meal or 5 % Ulva sp. meal to improve abalone growth.",10.1007/s10811-016-0829-0
"Ferreira, FM; Deysolong, LB; Park, G; Yun, H; Jang, I; Kim, K; Bai, SC","Corn Starch as a Dietary Seaweed Powder Replacer in Juvenile Abalone, Haliotis discus hannai",2015,JOURNAL OF THE WORLD AQUACULTURE SOCIETY,46,1,69,75,,"This study was conducted to investigate the use of corn starch (CS) as a replacer of seaweed powder (SWP) in the diets of juvenile abalone, Haliotis discus hannai. Six experimental diets were formulated with CS to replace SWP at 0, 20, 40, 60, 80, and 100% (Con, CS20, CS40, CS60, CS80, and CS100, respectively). Abalones averaging 0.44 +/- 0.01g (mean +/- SD) were distributed into 18 tanks, and fed one of the six experimental diets in triplicate for 10 wk. After the feeding trial, abalone fed CS100 had a lower weight gain (WG) and specific growth rate than abalone fed the other diets; however, there was no significant difference among abalone fed Con, CS20, CS40, CS60, and CS80. Abalone fed Con, CS20, and CS40 had a higher feed efficiency and protein efficiency ratio than abalone fed CS100 diet, although there were no significant differences among abalone fed Con, CS20, CS40, CS60, and CS80. Abalone fed CS100 had a lower whole-body crude lipid content than did abalone fed Con. Broken-line analysis for WG indicated that dietary SWP was successfully replaced by CS up to 74.8%. Based on growth performance, CS could replace more than 74.8% but less than 80% of SWP in juvenile abalone diets.",10.1111/jwas.12172
"Gómez-Montes, L; García-Esquivel, Z; D'Abramo, LR; Shimada, A; Vásquez-Peláez, C; Viana, MT","Effect of dietary protein:energy ratio on intake, growth and metabolism of juvenile green abalone Haliotis fulgens",2003,AQUACULTURE,220,1-Apr,769,780,,"dJuvenile green abalone Haliotis rufescens were grown under laboratory conditions at 21 +/- 1 degreesC and fed formulated diets consisting of different protein:energy ratios (mg protein/kcal), 62, 74, 85, 100, 108, for 60 days. The level of crude protein ranged from approximately 26% to 44% while the energy content remained constant at about 4.1 kcal g(-1). Growth ranged from 3.63 to 12.33 mg day(-1). The growth of abalone fed the 100 and 108 diets was significantly greater than that of each of the other diets. Protein efficiency ratio increased as the dietary protein content increased except for the T108 diet (44% crude protein). Abalone apparently consume food to satisfy an energy requirement. Caloric expenditure due to metabolism was estimated for abalone fed diets with protein ratios of 62, 85, 100. Energy loss due to respiration did not vary appreciably among abalone fed the different diets. The proportional distribution of dietary energy into fecal, digestible, growth, and metabolic energy was estimated for abalone fed these diets. Apparent dry matter digestibility was among the lowest for abalone fed the 100 P:E diet, but growth of abalone fed this diet was significantly higher than that of each of the other treatments except the 108 diet. Unexplained energy loss to achieve balance ranged from 7% to 28.5%, some of which is probably due to differential mucus and ammonia production. Results suggest a potential for the reduction of both dietary protein and lipid without causing any adverse effects on the growth response. (C) 2003 Elsevier Science B.V. All rights reserved.",10.1016/S0044-8486(02)00533-1
