"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"N726R59H","thesis","2013","Gnanalingam, Gayathiri","Using Science and Matauranga to Support Local Management of Blackfoot Paua (Haliotis iris) in the East Otago Taiapure","","","","","http://hdl.handle.net/10523/4286","Blackfoot pāua (Haliotis iris) is a species of considerable commercial, customary and recreational value to New Zealand. Sustainable management of H. iris stocks is a challenge for fisheries managers due to its reef scale variation in growth, recruitment, and survival. Customary mechanisms such as Mātaitai reserves and Taiāpure Local Fisheries provide the means to localise management and facilitate the use of science, local knowledge, and mātauranga Māori (traditional ecological knowledge), to inform decisions about the status and management of the fisheries. The present study aimed to use science and mātauranga as it relates to aspects of the reproductive ecology of H. iris to inform management within the East Otago Tāiapure (EOT). Three methods for accurately identifying sex in H. iris: visual identification, gonad biopsies and two methods based on mātauranga were tested. Each method was found to have its advantages with respect to simplicity, accuracy and invasiveness. Visually determining sex favoured simplicity, gonad biopsies were 100 percent accurate while mātauranga approaches were the least intrusive. Transect surveys were used to track the gonad development of H. iris within the EOT. Results indicated that individuals did not come into condition for spawning within the year surveyed supporting anecdotal evidence that H. iris in the EOT did not reproduce annually like other populations. Sex ratios also appeared to be male biased with seasonal variation in ratios apparent. A diet experiment utilising feeds of Macrocystis pyrifera and Ulva spp., two common macroalgae in the EOT, was used to consider the effect of diet on gonad development in H. iris. Results showed that though M. pyrifera contained higher percentages of the fatty acids arachidonic acid (20:4(n-6)) and eicosapentaenoic acid (20:5(n-3)), which are considered essential to reproduction, individuals fed M. pyrifera lost both gonad and general body condition. Isotope analysis revealed that very little of the M. pyrifera was being consumed, ...","2013","2025-05-21 23:16:21","2025-05-21 23:16:21","","","","","","","","","","","","","University of Otago","","en","","","","","","","","","","","Haliotis iris; Blackfoot Paua; East Otago Taiapure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WMCPISRX","thesis","1996","THES","ระดับและแหล่งของไขมันที่เหมาะสมในอาหารสำเร็จรูป ของหอยเป๋าฮื้อวัยรุ่น Haliotis ovina และHaliotis varia ; Optimal level and source of lipid in artificial diets for juvenile abalone Haliotis ovina and Haliotis varia","","","","","http://cuir.car.chula.ac.th/handle/123456789/35094","วิทยานิพนธ์ (วท.ม.) -- จุฬาลงกรณ์มหาวิทยาลัย, 2539","1996","2025-05-21 23:16:21","2025-05-21 23:16:21","","","","","","","","","","","","","จุฬาลงกรณ์มหาวิทยาลัย","","th","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69G4TXWE","thesis","2009","มนตรี อินทร์นวล","ระดับโปรตีนที่เหมาะสมในอาหารสำเร็จสำหรับเลี้ยงหอยเป๋าฮื้อ Haliotis asinina linnaeus, 1758 ในระบบทดลองทางโภชนาการ ; Optimum protein level of abalone haliotis asinina linnaeus, 1758 ready made diets in nutritional experimental system","","","","","http://cuir.car.chula.ac.th/handle/123456789/16592","วิทยานิพนธ์ (วท.ม.)--จุฬาลงกรณ์มหาวิทยาลัย, 2552 ; ศึกษาระดับโปรตีนที่เหมาะสมในอาหารสำเร็จสำหรับเลี้ยงหอยเป๋าฮื้อ Haliotis asinina linnaeus ในระบบทดลองทางโภชนาการ โดยขั้นต้นได้ศึกษาผลของความเข้มแสง 5 ระดับคือ 400, 200, 100, 50 และ 0 ลักซ์ ต่อการออกจากที่หลบซ่อนของหอยเป๋าฮื้อ Haliotis asinina เมื่อมีและไม่มีอาหารสำเร็จ พบว่า ระดับความเข้มแสง 400 ลักซ์ หอยเป๋าฮื้อจะไม่ออกจากที่หลบซ่อนไม่ว่าจะมีอาหารสำเร็จหรือไม่ก็ตาม และที่ระดับความเข้มแสง 200 ลักซ์และ 100 ลักซ์ หอยเป๋าฮื้อในรางที่มีอาหารออกจากที่หลบซ่อนมากกว่ารางที่ไม่มีอาหาร ที่ระดับความเข้มแสง 50 ลักซ์ หอยเป๋าฮื้อจะออกจากที่หลบซ่อนไม่ว่าจะมีอาหารหรือไม่มีอาหารสำเร็จและที่ระดับความเข้มแสง 0 ลักซ์ (มืดสนิท) หอยเป๋าฮื้อจะออกจากที่หลบซ่อนมากที่สุดดังนั้นระดับความเข้มแสง 0 ลักซ์ เป็นระดับความเข้มแสงที่ดีที่สุดในการกระตุ้นหอยเป๋าฮื้อให้ออกจากที่หลบซ่อน ต่อมาศึกษาชนิดสารดึงดูดที่เหมาะสมในอาหารสำเร็จสำหรับหอยเป๋าฮื้อ โดยแปรชนิดของสารดึงดูด 4 ชนิดคือ ถั่วเหลืองป่น รำป่น สาหร่ายเกลียวทอง (Spirulina sp.) และปลาป่น เปรียบเทียบกับสูตรควบคุม (ไม่ใส่สารดึงดูด) พบว่าปลาป่นเป็นสารดึงดูดที่ดีที่สุด ต่อมาศึกษาหน่วยทดลองของระบบทดลองที่เหมาะสม สำหรับการศึกษาความต้องการทางโภชนาการของหอยเป๋าฮื้อ โดยเลี้ยงหอยเป๋าฮื้อขนาด 2.40±0.16 cm. น้ำหนัก 3.00+0.63 g. ในภาชนะพลาสติกทรงกลมทึบแสง พลาสติกทรงเหลี่ยมทึบแสง พลาสติกทรงกลมโปร่งแสง และพลาสติกทรงเหลี่ยมโปร่งแสง เป็นเวลา 16 สัปดาห์ ผลที่ได้คือ หอยเป๋าฮื้อที่เลี้ยงในภาชนะพลาสติกทรงเหลี่ยมทึบแสง มีอัตราการเติบโตดีที่สุด การทดลองสุดท้ายศึกษาระดับโปรตีนและไขมันที่เหมาะสมในอาหารสำหรับหอยเป๋าฮื้อ ที่มีขนาดความยาวเปลือกเริ่มต้นเฉลี่ย 2.04±0.03 cm. น้ำหนักเริ่มต้นเฉลี่ย 1.70±0.09 g. ในภาชนะพลาสติกทรงเหลี่ยมทึบแสง ความหนาแน่น 1 ตัวต่อหน่วยการทดลอง เป็นเวลา 24 สัปดาห์ ระดับโปรตีนในอาหารทดลองมี 5 ระดับคือ 35%, 30%, 25%, 20% และ 15% และระดับไขมันมี 2 ระดับคือ 0% และ 5% ผลการทดลองพบว่า อาหารทดลองที่มีระดับโปรตีน 30% ไขมัน 0% พลังงานรวม 396 kcal/100g และอัตราส่วนพลังงานต่อโปรตีน 13:1 ให้ผลการเติบโตดีที่สุด ; To study the suitable protein level in the artificial diet for abalone Haliotis asinina Linnaeus in a nutritional requirement experimental system. ...","2009","2025-05-21 23:16:21","2025-05-21 23:16:21","","","","","","","","","","","","","จุฬาลงกรณ์มหาวิทยาลัย","","th","","","","","","","","","","","หอยเป๋าฮื้อ -- โภชนาการ; หอยเป๋าฮื้อ -- อาหาร","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HLIXNK9J","thesis","2007","阎希柱","九孔鲍生物能量学的研究 ; A study on the bioenergetics of Haliotis.dlverslcoloraquatilis","","","","","http://dspace.xmu.edu.cn/handle/2288/53282","本文在摸拟自然条件下，研究了主要生态因子对我国南方亚热带和热带重要经济鲍九孔鲍fifaliotisdiversicoloraqugtilis)生物能量收支的影响，这些因子分别是：1、水温；2、盐度；3、光照；4、饵料类型（海带、江篱、江篱和配合饲料），并开展了鲍的消化率的测定。结果如下：1、不同水温对九孔鲍能量收支的影响设定5个水温梯度（15、19、23、27、31℃）进行了室内水族箱养殖，结果表明，九孔鲍的生长能和代谢能随水温的增加而增加，高于此水温时则相反，呈负相关关系。在水温为23℃时，九孔鲍的代谢能和生长能均达到最大值。九孔鲍在各水温下的能量收支方程为：15℃：100(C)=18.45. ; Under the simulated natural condition, the effects of diffenent mainecological factors on energy budgets of Haliotis diversicolor aquatilis which is animportant economic species of abalone in Southern China were studied. Those mainfactors incldue the first, water temperature; the second, salinity; the third, lightperiod and the fouth, the diet (Gracilariaceae confervoides, Lamiaria japonicaAre. ; 学位：博士后 ; 院系专业：海洋与环境学院海洋学系_海洋生物学 ; 学号：SHAO000025","2007","2025-05-21 23:16:21","2025-05-21 23:16:21","","","","","","","","","","","","","","","zh_CN","","","","","","","","","","","Haliotis diversicolor aquatilis; light period; salinity; the diet; water temperature; 九孔鲍; 光照; 水温; 盐度; 饵料类型","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3S6XS3GJ","thesis","2005","周韻華; Chou, Berry Yun-Hua","以劑量為基礎之機率架構制定隨地域而變之養殖九孔暴露於含鋅水域之環境品質標準 ; A Probabilistic Dose-Based Approach to Derive Site-Specific Environmental Quality Criteria for Farmed Abalone Haliotis diversicolor supertexta Exposed to Zinc","","","","","http://ntur.lib.ntu.edu.tw/handle/246246/56041","本研究主要目的為發展以內部效應濃度(Internal effect concentration, IEC)為基礎之環境品質標準(environmental quality criteria, EQC)，用以保護養殖九孔暴露於含鋅水域之存活與成長模式。本研究流程以美國環保署(U.S. EPA)於1998年提出之生態風險評估為主架構，加入不同地區之現地生物累積資料，結合一階雙區塊之生物累積模式(bioaccumulation model)與三參數之希爾方程式模式(hill equation model)，重建九孔體內累積鋅濃度之劑量與反應曲線，並以機率之方法加以求取使九孔死亡不超過10%之劑量來做為建構風險門檻值模式及急、慢性毒之環境品質標準。風險門檻值模式之推導，係以變動靈敏度分析下最具統計顯著效應之水中鋅濃度與九孔對鋅之排除速率二參數進行多變數非線性之迴歸分析所求得。急性毒之環境品質標準主要以IEC及生物累積因子預測而得，而慢性毒之環境品質標準則主要應用急慢性之比值(ACR)加以推導。上述模式內所使用之參數皆隨地域而變。本研究以蒙地卡羅之機率分析方法模擬模式中之參數不確定性與變異性，並提供統計之信賴區間予決策者，以增加其評估特定含鋅養殖生態系之決策彈性與靈活性。由本研究獲知，頭城、口湖、安平三地之九孔養殖池之急性毒環境品質標準中位數範圍為0.32 - 0.33 μg ml-1；而慢性毒環境品質標準之中位數範圍則為0.047 - 0.048 μg ml-1。本研究以機率架構為基礎發展風險門檻值模式及急、慢性之環境品質標準，將有助於提供政府相關部門制定隨地域不同養殖池水質管理之依據，以及九孔受鋅污染之體內影響濃度規範參考值。 ; The purpose of this thesis is to develop mechanistic models to accurately quantify environmental quality criteria (EQC) and to predict a risk threshold for the survival and growth of farmed abalone Haliotis diversicolor supertexta exposed to waterborne zinc (Zn) based on a probabilistic internal effect concentration (IEC)-based modeling framework. We couple a first-order two-compartment bioaccumulation model and a reconstructed dose-response profile based on a three-parameter Hill equation model associated with a field bioaccumulation study to form a probabilistic model to determine the risk threshold and the acute and chronic EQC based on a 10% probability of exceeding the abalone 10% IEC (IEC10) for site-specific abalone farms. Sensitivity analysis reveals that waterborne Zn concentration (Cw) and abalone depuration rate (k2) have a significant effect on Zn levels in abalone. Using a multiple nonlinear regression analysis with Cw and k2 as parameters, a predictive risk threshold equation that can be used with a variety of site-specific conditions was developed for the survival protection of farmed abalone. The acute EQC (a-EQC) is predicted from IECs and a field-derived bioaccumulation factors, whereas a statistical procedure with an acute-to-chronic value is used to derive chronic EQC (c-EQC) based ...","2005","2025-05-21 23:16:21","2025-05-21 23:16:21","","","","","","","","","","","","","","","zh-TW ; en_US","","","","","","","","","","","Zinc; Abalone; Probabilistic; Risk; Site-specific environmental quality criteria; Toxicity threshold; 九孔; 機率; 毒性門檻值; 鋅; 隨地域而變之環境品質標準; 風險","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LHD995HY","thesis","2007","葉景鴻; Yeh, Ching-Hung","以族群疾病傳輸動態模式描述文蛤暴露於受汞緊迫之文蛤病毒之易感性 ; A population disease transmission dynamics describing the susceptibility of hard clam Meretrix lusoria to Hg-stressed birnavirus","","","","","http://ntur.lib.ntu.edu.tw/handle/246246/56059","本研究主要目的為結合寄主–致病菌關係之非線性流行病學動態模式與生命階段矩陣族群模式以評估文蛤 (Meretrix lusoria) 族群暴露受汞緊迫之文蛤病毒之易感性。其中並以動態能量支出 (dynamic energy budget) 模式結合生物能量為基礎之成長模式以三種毒性作用模態 (mode of action, MOA) 描述汞毒性抑制下文蛤成長機率。再者應用損害評估模式 (damage assessment model) 為基礎之Hill模式探討內部濃度和死亡率之關係以評估存活機率。並以冪函數 (power function) 描述繁殖率與重量之間的關係，以評估汞緊迫下繁殖抑制效應。上述之成長、存活及繁殖率可評估自然和緊迫環境下之生命參數 (vital rate)，進一步評估族群成長率和族群動態。本研究以疾病動態之易感–感染–死亡 (susceptible–infectious–mortality, SIM) 模式描述不同緊迫影響之疾病傳輸率 (transmission rate) 和致死率 (mortality rate)，推估疾病成功感染之基本再生數 (basic reproductive number, R0)。本文將感染情形區分為感染疾病後暴露於汞緊迫環境和暴露於汞緊迫環境隨即感染疾病二者，以探討文蛤之易感性。本研究結果顯示，汞濃度小於10 μg L-1時文蛤族群成長率大於1，若暴露於汞濃度大於30 μg L-1時族群將會減少。由此可推估一年後族群數目減少一半時之效應濃度 (effect concentration causing 50 % reduction, ER50) 為12.07 μg L-1，此減少之效應濃度可預測且控制族群的收成量。本研究針對不同生命階段之疾病傳輸過程預測感染疾病後暴露於汞緊迫環境和暴露於汞緊迫環境隨即感染疾病下的二十天內族群分別減少60 % 及80 %。若疾病傳輸率分別減少為0.4及0.2倍時，將能有效的管理且控制疾病爆發。本研究提供一簡單且具理論基礎之模式以評估文蛤暴露於受汞緊迫之文蛤病毒之易感性，亦進一步建議養殖文蛤數目若小於400 ind m-2可有效防止疾病爆發。本模式可適用於其他養殖生物暴露於緊迫金屬之疾病傳輸，並提供養殖業者有效控制策略。 ; The purpose of this thesis is to assess the susceptibility of hard clam (Meretrix lusoria) populations exposed to mercury (Hg)-stressed birnavirus by integrating nonlinear epidemiological dynamics of host–pathogen relationships into a stage-structured matrix population model. Dynamic energy budget (DEBtox) theory links bioenergetics-based growth model to enhance toxicity assessments of Hg and describe the growth probability of toxicity inhibition distinguish from three modes of toxic action (MOA). For estimating survival probability, this study employs damage assessment model (DAM)-based Hill model to assess the relationship between internal burden concentration and mortality. Fecundity rate is related to weight-varied which is calculated from power function. Vital rate can be evaluated among growth, survival, and fecundity rate, population growth rate (λ) and population dynamics of hard clam exposed to Hg-stressed can be further estimated. Moreover, stressor-specific transmission rate, mortality rate from disease-induced susceptible-infectious-mortality (SIM) ...","2007","2025-05-21 23:16:21","2025-05-21 23:16:21","","","","","","","","","","","","","","","zh-TW ; en_US","","","","","","","","","","","Disease tranmission; Hard clam; Matrix population model; Mercury; Meretrix lusoria; Population dynamic; Susceptibility; 文蛤; 族群動態; 易感性; 汞; 疾病傳輸; 矩陣族群模式","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHBJXCR8","thesis","2005","凌明沛; Ling, Min-Pei","以生物為基礎之整合架構研析水域生態系金屬生物累積及人體健康風險 ; A Biologically-Based Integrated Framework to Assess Metals Bioaccumulation in Aquatic Ecosystems and Human Health Risks","","","","","http://ntur.lib.ntu.edu.tw/handle/246246/56134","本研究計畫之目的在於發展一新穎之生物為基礎機率風險評估整合架構，以研析九孔暴露於含鋅水域、吳郭魚暴露於含砷水域以及人食用受砷污染養殖海鮮及飲用地下水之健康風險。此機率模式包含結合生物動力與資源-消耗者動態模式之一階雙區塊生物累積模式，描述九孔暴露於含鋅水域之動態行為。並採用生理為基礎之藥理動力及動態（PBPK/PD）模式，除用以描述吳郭魚暴露於含砷水域之暴露分析外，亦用於人體健康風險評估上。研究中探討養殖九孔受鋅和吳郭魚受砷污染下之各標的組織濃度曲線，並藉由重新建立以生物為基礎之劑量與反應關係，來預測九孔成長抑制/死亡風險及吳郭魚之死亡風險，並推估人攝取受砷污染之養殖海鮮及地下水之非致癌/致癌風險。本研究以機率風險評估架構來描述特定年齡族群居民於烏腳病盛行區（食用養殖吳郭魚、虱目魚及豆仔魚）與蘭陽平原（飲用地下水和食用養殖海鮮（如：香魚及草蝦））之無機砷暴露風險。本研究亦以造成人體潛在致癌風險為基礎，推估人可攝取無機砷之飲食忠告。 在九孔暴露於含鋅水域之風險分析結果顯示，位於臺灣北中南的頭城、口湖及安平三地養殖池水中之含鋅量，對九孔造成存活影響之風險機率較低。此外，預測抑制九孔成長之危害商數（growth hazard quotient），第90百分位潛在風險值分別為頭城：1.94、口湖：0.47及安平：0.51。推估九孔死亡之預期風險分別為頭城：0.46、口湖：0.36及安平：0.29。本研究結果指出，台灣口湖與安平兩地之養殖九孔暴露於含鋅水域並無顯著之風險；而相較之下，頭城養殖池則有較高之抑制九孔成長風險，應提出警訊。靈敏度分析結果指出，水域中鋅濃度為影響藻類及九孔體內鋅濃度之最主要因子，其變異貢獻範圍為82.85–91.87%。 由吳郭魚暴露於含砷水域之風險分析結果指出，以風險值為0.1為例，10%以上機率因吳郭魚各標的器官受到砷污染後，約有10-9到10-6%吳郭魚會受到死亡之影響。吳郭魚各標的器官如魚肉、鰓及肝之預期死亡超越風險分別為0.3、0.1及0.3，顯示烏腳病盛行區暴露於含砷水域之吳郭魚存活率約有70–90%，其受到死亡危害之風險較不顯著。 此外，本研究探討烏腳病盛行區及蘭陽平原當地孩童（4–12歲，暴露時間：8年）、青少年（13–20歲，暴露時間：16年）與成年人（21–65歲，暴露時間：61年）攝食養殖海鮮及飲用地下水之健康風險。研究分析指出攝取來自慢性砷中毒盛行區受到砷污染之養殖海鮮及地下水，可能會增加威脅當地所有居民得到皮膚病變及成年人得到皮膚癌之盛行率，並增加成年人因受砷所誘導肺癌及膀胱癌而導致死亡之潛在發生率。由研究結果發現蘭陽平原當地居民得到皮膚病變與皮膚癌之病症，及誘導成肺癌及膀胱癌所導致死亡之風險皆較烏腳病盛行區當地居民高。 本研究並以最保守風險分析為基礎之飲食忠告，求得當地居民最大可接受之風險值。在致癌風險考量下，建議烏腳病盛行區之當地青少年（13–20歲，暴露時間：16年）每月最大允許養殖海鮮攝食量（中位值）為不超過15–28餐（或每日25–46公克），當地成年人（21–65歲，暴露時間：61年）每月攝食量則建議需少於一餐（或每日0.19–0.30公克）。在蘭陽平原一帶，本研究建議當地青少年（13–20歲，暴露時間：16年）每月攝食量為不超過4–7餐（或每日6–11公克），當地成年人（21–65歲，暴露時間：61年）每月攝食量則需少於一餐（或每日0.08–0.12公克）。 ; The purpose of this dissertation is to develop a novel biologically-based probabilistic risk assessment (PRA) integrated framework for abalone Haliotis diversicolor supertexta exposed to waterborne zinc (Zn), arsenic (As) exposure estimates for tilapia Orechromis mossambicus, and age-specific human health risks through consumption of As-contaminated farmed seafood and groundwater. The probabilistic models implemented include linking a first-order two-compartment bioaccumulation model, with biokinetic and consumer−resource dynamic models for abalone exposed to waterborne Zn and employing a physiologically ...","2005","2025-05-21 23:16:21","2025-05-21 23:16:21","","","","","","","","","","","","","","","en-US ; en_US","","","","","","","","","","","Zinc; Abalone; Probabilistic; 九孔; 機率; 鋅; Age-specific; Arsenic; Consumption advice; Model-based risk assessment; PBPK/PD; Tilapia; 吳郭魚; 年齡別; 模式為基礎之風險評估; 生理為基礎之藥理動力及藥理動態; 砷; 飲食忠告","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2G479FXB","thesis","2004","陳柏青; Chen, Bo-Ching","水域生態系中魚介類對金屬傳輸與生物攝取之結構與機制 ; Structure and Mechanism of Fish/Shellfish Involved in Transport and Biouptake of Metals in Aquatic Ecosystems","","","","","http://ntur.lib.ntu.edu.tw/handle/246246/55992","本論文之目的在於發展預測模式，以深入瞭解水域生態系中魚介類對金屬傳輸與生物攝取之結構與機制。全文嘗試建立水域生物體內總濃度、外部/內部效應濃度與不同標的組織濃度曲線之關係。論文之研究重點在於研析金屬之生物攝取及生物有效性之動態行為及毒性的時變性。預期目標為當這些預測模式成市 ; The goal of this dissertation is to develop predictive models to better understand the structure and mechanism of fish/shellfish involved in transport and biouptake of metals in aquatic ecosystems. The overall paradigm is trying to establish a relationship among total, external/ internal effect concentrations and target concentration profiles of metals in aquatic organisms. Emphases of the dissertation are on metal biouptake/ bioavailability dynamics and time-dependent toxicity. When these approaches successfully applied, the inherent hazard potential of heavy metals can be better estimated. We developed a mortality model, by coupling an acute toxicity model and a pharmacodynamic model, to predict survival of abalone (Haliotis diversicolor supertexta) exposed to waterborne zinc (Zn). We developed a mechanistic model based on the pharmacological area-under-curve (AUC) concept associated with a biokinetic rate model to predict relative bioavailable Zn to abalone. A laboratory 14-day exposure experiment was conducted to obtain biokinetic parameters for soft tissue and shell of abalone and their food source, red alga Gracilaria tenuistipitata var. liui. A 7-day acute toxicity test was conducted to obtain LC50(t) and time course of lethal body burden of Zn in abalone. Results of the mortality model demonstrate that 96-h LC50 and incipient LC50 for H. diversicolor supertexta exposed to Zn are 1.1 and 1.05 mg l-1, respectively. Our predictions show that equilibrium lethal body burden at site of action is about 198 µg g-1, whereas the mortalities never reach 50% when H. diversicolor supertexta exposed to Zn is ≤ 1 mg l-1. In addition, the AUC-based model demonstrates that during uptake phase of the exposure experiment, estimated relative bioavailable Zn to soft tissue and shell of abalone were 71.04 ± 9.71% and 68.44 ± 8.29%, respectively. Sensitivity analysis indicates that ...","2004","2025-05-21 23:16:21","2025-05-21 23:16:21","","","","","","","","","","","","","","","en-US ; en_US","","","","","","","","","","","Zinc; Abalone; 九孔; 鋅; Arsenic; Tilapia; 吳郭魚; 砷; Bioavailability; Biouptake; Population dynamics; Toxicity; 族群動態學; 毒性; 生物攝取; 生物有效性","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K7NVM8RX","thesis","2012","涂日炜","皱纹盘鲍对水相和食物相铜和锌的生物累积 ; Bioaccumulation of Haliotis discus hannai to waterborne and dietary copper and zinc","","","","","http://dspace.xmu.edu.cn/handle/2288/53107","近年来，有关海洋动物对食物相金属的生物累积（食物链传递）及其毒性效应已成为生态毒理学的一个重要研究方向。本研究以我国海水养殖业中占有重要经济地位的皱纹盘鲍（Haliotis discus hannai lno）为研究对象，以细基江蓠繁枝变体（Gracilaria tenuistipitata var. liui）为饵料，进行8周的水相和食物相Cu和Zn的暴露，通过分析CI值、金属累积、亚细胞分布以及金属硫蛋白（MT）浓度等指标的变化，研究皱纹盘鲍对水相和食物相Cu和Zn的生物累积及其响应，探讨其对水相和食物相Cu和Zn的累积模式、水相和食物相暴露的相对重要性以及可能的解毒途径和毒性机理。本研究还可为皱纹盘鲍的健康养殖以及食品安全评估提供理论依据。 研究的主要结果如下： （1）8周的水相和食物相暴露过程中，内脏、肌肉和组织（总）Cu、Zn含量的变化表明，皱纹盘鲍对Cu和Zn的累积特征明显不同。在本实验条件下，皱纹盘鲍对Cu呈现逐步累积趋势，对Zn则快速累积而后迅速下降。同时，皱纹盘鲍内脏和肌肉中Cu、Zn的来源也不相同。肌肉中的Cu主要来源于水相暴露，水相和食物相暴露同为内脏Cu的重要来源；与Cu不同，水相和食物相暴露均为内脏和肌肉Zn的重要来源。此外，内脏是Zn的主要贮存库，而肌肉和内脏均为Cu的重要贮存部位。 （2）经过8周的暴露，无论是水相还是食物相Cu的暴露，均引起了皱纹盘鲍体内Cu亚细胞组分的重新分配。暴露前，细胞器（Organelles）组分是内脏和肌肉中Cu的主要储存库。暴露后，内脏中的类金属硫蛋白（MTLP）含量迅速增加，取代细胞器成为Cu的主要储存库；在肌肉中，除了类金属硫蛋白含量明显增加外，富金属矿体（MRG）组分含量在水相暴露和高金属饵料Cu暴露组也显著上升。与Cu不同，暴露前后，各实验组皱纹盘鲍内脏和肌肉Zn的亚细胞分布均没有发生明显的变化，内脏中Zn主要分布在细胞碎片（Cellular debris）和类金属硫蛋白（MTLP）组分中，而肌肉的Zn主要贮存在细胞碎片和富金属矿体组分。 （3）在本研究中，金属Cu和Zn的暴露都不同程度诱导皱纹盘鲍组织内金属硫蛋白（MT）的合成，且内脏中MT的浓度明显高于肌肉。相关性分析表明，皱纹盘鲍内脏和肌肉的Cu含量与其MT浓度呈显著正相关。 （4）水相和食物相暴露前后组织内Cu和Zn的含量、亚细胞分布以及MT含量的变化特征显示，皱纹盘鲍对金属Cu和Zn具有不同的解毒机制。皱纹盘鲍对金属Cu的主要解毒机制就是将体内过多的Cu转移并累积在生物解毒组分BDM（MTLP+MRG）中，与Cu不同，皱纹盘鲍对金属Zn的主要解毒机制是将体内多余的Zn排出体外。 （5）动力学模型以及生物浓缩因子（BCF）和食物链传递因子（TTF）的分析表明，在自然环境下，食物相和水相暴露均是皱纹盘鲍累积Zn的重要途径，其中食物相暴露相对更为重要（>50%）；而对于Cu而言，水相暴露是皱纹盘鲍累积金属Cu的主要途径。 ; Bioaccumulation and toxic effects on marine biological has become an important research direction in recent years. In the present research, we exposed Haliotis discus hanna, an important aquiculture abalone, to waterborne and dietary Cu and Zn for eight weeks, using Gracilaria tenuistipitata var. liui with different Cu and Zn contents as diet. Using the condition index, metal accumulation, subcellular distribution and concentration of metallothionein, we studied the accumulation mode, the relative importance of waterborne and dietary exposure and the possible detoxification pathways and toxicity mechanisms of Haliotis discus hanna. This research can also provide a reliable reference for abalone healthy farming and the environmental risk assessment to marine food. The main results are as ...","2012","2025-05-21 23:16:21","2025-05-21 23:16:21","","","","","","","","","","","","","","","zh_CN","","","","","","","","","","","bioaccumulation; copper and zinc; Haliotis discus hannai lno; waterborne and dietary; 水相和食物相; 生物累积; 皱纹盘鲍; 铜和锌","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRT3USNA","thesis","2013","涂日炜","皱纹盘鲍对水相和食物相铜和锌的生物累积 ; Bioaccumulation of Haliotis discus hannai to waterborne and dietary copper and zinc","","","","","http://dspace.xmu.edu.cn/handle/2288/76713","近年来，有关海洋动物对食物相金属的生物累积（食物链传递）及其毒性效应已成为生态毒理学的一个重要研究方向。本研究以我国海水养殖业中占有重要经济地位的皱纹盘鲍（Haliotisdiscushannailno）为研究对象，以细基江蓠繁枝变体（Gracilariatenuistipitatavar.liui）为饵料，进行8周的水相和食物相Cu和Zn的暴露，通过分析CI值、金属累积、亚细胞分布以及金属硫蛋白（MT）浓度等指标的变化，研究皱纹盘鲍对水相和食物相Cu和Zn的生物累积及其响应，探讨其对水相和食物相Cu和Zn的累积模式、水相和食物相暴露的相对重要性以及可能的解毒途径和毒性机理。本研究还可为皱纹盘. ; Bioaccumulation and toxic effects on marine biological has become an important research direction in recent years. In the present research, we exposed Haliotis discus hanna, an important aquiculture abalone, to waterborne and dietary Cu and Zn for eight weeks, using Gracilaria tenuistipitata var. liui with different Cu and Zn contents as diet. Using the condition index, metal accumulation, subcell. ; 学位：理学硕士 ; 院系专业：海洋与环境学院海洋学系_海洋生物学 ; 学号：22420091151158","2013","2025-05-21 23:16:21","2025-05-21 23:16:21","","","","","","","","","","","","","","","zh_CN","","","","","","","","","","","bioaccumulation; copper and zinc; Haliotis discus hannai lno; waterborne and dietary; 水相和食物相; 生物累积; 皱纹盘鲍; 铜和锌","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
