reviewer_initials,study_ID,full_citation,Journal,publication_year,country,international_collaboration,DOI,publication_type,random_assignment,blind_measurement,protocol_registration,raw_data_availability,source_code_availability,funding_disclosed,funding_potential_COI,COI_disclosed,species,experimental_system,experimental_unit,intervention_name,intervention_category,probiotic,mineral,vitamin ,algal_species,multiple_inclusion_levels,control_diet,outcome_comment,outcome_category,repeated_measures,study_conditions,challenge_category,Notes
RP,S124,"Wang, R., Chen, H., Fan, W., Yue, P., Zhang, H., Chen, P., Wu, Z., Mai, K., & Zhang, W. (2024). The growth performance, anti-oxidative capacity, immunity and resistance to heat stress of abalone Haliotis discus hannai can be improved by a mixture of herbs. Aquaculture Reports, 35. https://doi.org/10.1016/j.aqrep.2024.101931",Aquaculture Reports,2024,China,No,doi.org/10.1016/j.aqrep.2024.101931,Primary literature,Yes,No,No,No,No,Yes,Yes,COI statement provided - No COI disclosed,Haliotis discus hannai,Sea-based farm,"Basket, cage and/or net",chinese mixed herbs,Terrestrial meal,,,,,Yes,No supplement,,Gene expression,No,Basal,Not applicable,
RP,S124,"Wang, R., Chen, H., Fan, W., Yue, P., Zhang, H., Chen, P., Wu, Z., Mai, K., & Zhang, W. (2024). The growth performance, anti-oxidative capacity, immunity and resistance to heat stress of abalone Haliotis discus hannai can be improved by a mixture of herbs. Aquaculture Reports, 35. https://doi.org/10.1016/j.aqrep.2024.101931",Aquaculture Reports,2024,China,No,doi.org/10.1016/j.aqrep.2024.101931,Primary literature,Yes,No,No,No,No,Yes,Yes,COI statement provided - No COI disclosed,Haliotis discus hannai,Sea-based farm,"Basket, cage and/or net",chinese mixed herbs,Terrestrial meal,,,,,Yes,No supplement,,Gene expression,No,Challenge,Thermal challenge,
RP,S124,"Wang, R., Chen, H., Fan, W., Yue, P., Zhang, H., Chen, P., Wu, Z., Mai, K., & Zhang, W. (2024). The growth performance, anti-oxidative capacity, immunity and resistance to heat stress of abalone Haliotis discus hannai can be improved by a mixture of herbs. Aquaculture Reports, 35. https://doi.org/10.1016/j.aqrep.2024.101931",Aquaculture Reports,2024,China,No,doi.org/10.1016/j.aqrep.2024.101931,Primary literature,Yes,No,No,No,No,Yes,Yes,COI statement provided - No COI disclosed,Haliotis discus hannai,Sea-based farm,"Basket, cage and/or net",chinese mixed herbs,Terrestrial meal,,,,,Yes,No supplement,,Histology,No,Basal,Not applicable,
RP,S125,"Wang, W., Mai, K., Zhang, W., Ai, Q., Yao, C., Li, H., & Liufu, Z. (2009). Effects of dietary copper on survival, growth and immune response of juvenile abalone, Haliotis discus hannai Ino. Aquaculture, 297(1–4). https://doi.org/10.1016/j.aquaculture.2009.09.006",Aquaculture,2009,China,No,doi.org/10.1016/j.aquaculture.2009.09.006,Primary literature,Yes,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Laboratory ,Tank-based,copper,Mineral,,copper,,,Yes,Reference levels of supplement,Hepatopancrease and serum SOD,Antioxidant activity / oxidants,No,Basal,Not applicable,
RP,S125,"Wang, W., Mai, K., Zhang, W., Ai, Q., Yao, C., Li, H., & Liufu, Z. (2009). Effects of dietary copper on survival, growth and immune response of juvenile abalone, Haliotis discus hannai Ino. Aquaculture, 297(1–4). https://doi.org/10.1016/j.aquaculture.2009.09.006",Aquaculture,2009,China,No,doi.org/10.1016/j.aquaculture.2009.09.007,Primary literature,Yes,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Laboratory ,Tank-based,copper,Mineral,,copper,,,Yes,Reference levels of supplement,"Weight gain, WGR, shell length increase, DISL",Growth performance parameter,No,Basal,Not applicable,
RP,S125,"Wang, W., Mai, K., Zhang, W., Ai, Q., Yao, C., Li, H., & Liufu, Z. (2009). Effects of dietary copper on survival, growth and immune response of juvenile abalone, Haliotis discus hannai Ino. Aquaculture, 297(1–4). https://doi.org/10.1016/j.aquaculture.2009.09.006",Aquaculture,2009,China,No,doi.org/10.1016/j.aquaculture.2009.09.008,Primary literature,Yes,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Laboratory ,Tank-based,copper,Mineral,,copper,,,Yes,Reference levels of supplement,survival,Survival,No,Basal,Not applicable,
RP,S125,"Wang, W., Mai, K., Zhang, W., Ai, Q., Yao, C., Li, H., & Liufu, Z. (2009). Effects of dietary copper on survival, growth and immune response of juvenile abalone, Haliotis discus hannai Ino. Aquaculture, 297(1–4). https://doi.org/10.1016/j.aquaculture.2009.09.006",Aquaculture,2009,China,No,doi.org/10.1016/j.aquaculture.2009.09.009,Primary literature,Yes,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Laboratory ,Tank-based,copper,Mineral,,copper,,,Yes,Reference levels of supplement,"Proximate composition, copper deposition",Nutrient assimilation and digestability,No,Basal,Not applicable,
RP,S125,"Wang, W., Mai, K., Zhang, W., Ai, Q., Yao, C., Li, H., & Liufu, Z. (2009). Effects of dietary copper on survival, growth and immune response of juvenile abalone, Haliotis discus hannai Ino. Aquaculture, 297(1–4). https://doi.org/10.1016/j.aquaculture.2009.09.006",Aquaculture,2009,China,No,doi.org/10.1016/j.aquaculture.2009.09.010,Primary literature,Yes,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Laboratory ,Tank-based,copper,Mineral,,copper,,,Yes,Reference levels of supplement,"PO, LZM, TP",Innate immunity,No,Basal,Not applicable,
RP,S126,"Zhang, W., Mai, K., Xu, W., Liufu, Z., Tan, B., Ai, Q., Ma, H., & Wang, X. (2008). Effects of dietary guaiacol on shell biomineralization of juvenile abalone Haliotis discus hannai, Ino. Aquaculture Research, 39(9). https://doi.org/10.1111/j.1365-2109.2008.01955.x",Aquaculture Research,2008,China,No,doi.org/10.1111/j.1365-2109.2008.01955.x,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Laboratory ,"Basket, cage and/or net",guaiacol ,Antioxidant,,,,,Yes,No supplement,DISL,Growth performance parameter,No,Basal,Not applicable,
RP,S126,"Zhang, W., Mai, K., Xu, W., Liufu, Z., Tan, B., Ai, Q., Ma, H., & Wang, X. (2008). Effects of dietary guaiacol on shell biomineralization of juvenile abalone Haliotis discus hannai, Ino. Aquaculture Research, 39(9). https://doi.org/10.1111/j.1365-2109.2008.01955.x",Aquaculture Research,2008,China,No,doi.org/10.1111/j.1365-2109.2008.01955.x,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Laboratory ,"Basket, cage and/or net",guaiacol ,Antioxidant,,,,,Yes,No supplement,"Shell minerals and amino acids, acidic/basic amino acid ratio",Nutrient assimilation and digestability,No,Basal,Not applicable,
RP,S127,"Sales, J., Britz, P. J., & Viljoen, J. (2003). Dietary phosphorus leaching and apparent phosphorus digestibility from different inorganic phosphorus sources for South African abalone (Haliotis midae L.). Aquaculture Nutrition, 9(3). https://doi.org/10.1046/j.1365-2095.2003.00238.x",Aquaculture Nutrition,2003,South Africa,No,doi.org/10.1046/j.1365-2095.2003.00238.x,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis midae,Land-based farm,"Basket, cage and/or net",dibasic calcium phosphate,Mineral,,multiple minerals,,,No,Reference levels of supplement,Digestibility ,Nutrient assimilation and digestability,No,Basal,Not applicable,
RP,S127,"Sales, J., Britz, P. J., & Viljoen, J. (2003). Dietary phosphorus leaching and apparent phosphorus digestibility from different inorganic phosphorus sources for South African abalone (Haliotis midae L.). Aquaculture Nutrition, 9(3). https://doi.org/10.1046/j.1365-2095.2003.00238.x",Aquaculture Nutrition,2003,South Africa,No,doi.org/10.1046/j.1365-2095.2003.00238.x,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis midae,Land-based farm,"Basket, cage and/or net",mono basic calcium phosphate ,Mineral,,multiple minerals,,,No,Reference levels of supplement,Digestibility ,Nutrient assimilation and digestability,No,Basal,Not applicable,
RP,S127,"Sales, J., Britz, P. J., & Viljoen, J. (2003). Dietary phosphorus leaching and apparent phosphorus digestibility from different inorganic phosphorus sources for South African abalone (Haliotis midae L.). Aquaculture Nutrition, 9(3). https://doi.org/10.1046/j.1365-2095.2003.00238.x",Aquaculture Nutrition,2003,South Africa,No,doi.org/10.1046/j.1365-2095.2003.00238.x,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis midae,Land-based farm,"Basket, cage and/or net",mono basic sodium phosphate ,Mineral,,multiple minerals,,,No,Reference levels of supplement,Digestibility ,Nutrient assimilation and digestability,No,Basal,Not applicable,
RP,S127,"Sales, J., Britz, P. J., & Viljoen, J. (2003). Dietary phosphorus leaching and apparent phosphorus digestibility from different inorganic phosphorus sources for South African abalone (Haliotis midae L.). Aquaculture Nutrition, 9(3). https://doi.org/10.1046/j.1365-2095.2003.00238.x",Aquaculture Nutrition,2003,South Africa,No,doi.org/10.1046/j.1365-2095.2003.00238.x,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis midae,Land-based farm,"Basket, cage and/or net",mono dibasic calcium phosphate ,Mineral,,multiple minerals,,,No,Reference levels of supplement,Digestibility ,Nutrient assimilation and digestability,No,Basal,Not applicable,
RP,S128,"Zhang, W., Mai, K., Xu, W., Liufu, Z., & Tan, B. (2009). Dietary guaiacol improves the growth of juvenile abalone, Haliotis discus hannai Ino. Chinese Journal of Oceanology and Limnology, 27(4). https://doi.org/10.1007/s00343-009-9206-z",Aquaculture Research,2009,China,No,doi.org/10.1007/s00343-009-9206-z,Primary literature,No,No,No,No,No,No,NA,No COI statement,Haliotis discus hannai,Laboratory ,"Basket, cage and/or net",guaiacol ,Antioxidant,,,,,Yes,No supplement,"SGR, weight gain, shell length increase",Growth performance parameter,No,Basal,Not applicable,
RP,S128,"Zhang, W., Mai, K., Xu, W., Liufu, Z., & Tan, B. (2009). Dietary guaiacol improves the growth of juvenile abalone, Haliotis discus hannai Ino. Chinese Journal of Oceanology and Limnology, 27(4). https://doi.org/10.1007/s00343-009-9206-z",Aquaculture Research,2009,China,No,doi.org/10.1007/s00343-009-9206-z,Primary literature,No,No,No,No,No,No,NA,No COI statement,Haliotis discus hannai,Laboratory ,"Basket, cage and/or net",guaiacol ,Antioxidant,,,,,Yes,No supplement,Proximate composition ,Nutrient assimilation and digestability,No,Basal,Not applicable,
RP,S128,"Zhang, W., Mai, K., Xu, W., Liufu, Z., & Tan, B. (2009). Dietary guaiacol improves the growth of juvenile abalone, Haliotis discus hannai Ino. Chinese Journal of Oceanology and Limnology, 27(4). https://doi.org/10.1007/s00343-009-9206-z",Aquaculture Research,2009,China,No,doi.org/10.1007/s00343-009-9206-z,Primary literature,No,No,No,No,No,No,NA,No COI statement,Haliotis discus hannai,Laboratory ,"Basket, cage and/or net",guaiacol ,Antioxidant,,,,,Yes,No supplement,survival,Survival,No,Basal,Not applicable,
RP,S128,"Zhang, W., Mai, K., Xu, W., Liufu, Z., & Tan, B. (2009). Dietary guaiacol improves the growth of juvenile abalone, Haliotis discus hannai Ino. Chinese Journal of Oceanology and Limnology, 27(4). https://doi.org/10.1007/s00343-009-9206-z",Aquaculture Research,2009,China,No,doi.org/10.1007/s00343-009-9206-z,Primary literature,No,No,No,No,No,No,NA,No COI statement,Haliotis discus hannai,Laboratory ,"Basket, cage and/or net",guaiacol ,Antioxidant,,,,,Yes,No supplement,PO,Innate immunity,No,Basal,Not applicable,
RP,S128,"Zhang, W., Mai, K., Xu, W., Liufu, Z., & Tan, B. (2009). Dietary guaiacol improves the growth of juvenile abalone, Haliotis discus hannai Ino. Chinese Journal of Oceanology and Limnology, 27(4). https://doi.org/10.1007/s00343-009-9206-z",Aquaculture Research,2009,China,No,doi.org/10.1007/s00343-009-9206-z,Primary literature,No,No,No,No,No,No,NA,No COI statement,Haliotis discus hannai,Laboratory ,"Basket, cage and/or net",guaiacol ,Antioxidant,,,,,Yes,No supplement,SOD,Antioxidant activity / oxidants,No,Basal,Not applicable,
RP,S129,"Zhang, W., Mai, K., Xu, W., Tan, B., Ai, Q., Liufu, Z., Ma, H., & Wang, X. (2007). Interaction between vitamins A and D on growth and metabolic responses of abalone Haliotis discus hannai, INO. Journal of Shellfish Research, 26(1). https://doi.org/10.2983/0730-8000(2007)26[51:IBVAAD]2.0.CO;2",Journal of Shellfish Research,2007,China,No,doi.org/10.2983/0730-8000(2007)26[51:IBVAAD]2.0.CO;2,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",vitamin A,Vitamin,,,vitamin A,,Yes,Reference levels of supplement,survival,Survival,Yes,Basal,Not applicable,
RP,S129,"Zhang, W., Mai, K., Xu, W., Tan, B., Ai, Q., Liufu, Z., Ma, H., & Wang, X. (2007). Interaction between vitamins A and D on growth and metabolic responses of abalone Haliotis discus hannai, INO. Journal of Shellfish Research, 26(1). https://doi.org/10.2983/0730-8000(2007)26[51:IBVAAD]2.0.CO;2",Journal of Shellfish Research,2007,China,No,doi.org/10.2983/0730-8000(2007)26[51:IBVAAD]2.0.CO;3,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",vitamin D,Vitamin,,,vitamin D,,Yes,Reference levels of supplement,survival,Survival,Yes,Basal,Not applicable,
RP,S129,"Zhang, W., Mai, K., Xu, W., Tan, B., Ai, Q., Liufu, Z., Ma, H., & Wang, X. (2007). Interaction between vitamins A and D on growth and metabolic responses of abalone Haliotis discus hannai, INO. Journal of Shellfish Research, 26(1). https://doi.org/10.2983/0730-8000(2007)26[51:IBVAAD]2.0.CO;2",Journal of Shellfish Research,2007,China,No,doi.org/10.2983/0730-8000(2007)26[51:IBVAAD]2.0.CO;4,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",vitamin A and D,Vitamin,,,multivitamin,,Yes,Reference levels of supplement,survival,Survival,Yes,Basal,Not applicable,
RP,S129,"Zhang, W., Mai, K., Xu, W., Tan, B., Ai, Q., Liufu, Z., Ma, H., & Wang, X. (2007). Interaction between vitamins A and D on growth and metabolic responses of abalone Haliotis discus hannai, INO. Journal of Shellfish Research, 26(1). https://doi.org/10.2983/0730-8000(2007)26[51:IBVAAD]2.0.CO;2",Journal of Shellfish Research,2007,China,No,doi.org/10.2983/0730-8000(2007)26[51:IBVAAD]2.0.CO;5,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",vitamin A,Vitamin,,,vitamin A,,Yes,Reference levels of supplement,"Weight gain, shell length increase, SGR, DISL",Growth performance parameter,No,Basal,Not applicable,
RP,S129,"Zhang, W., Mai, K., Xu, W., Tan, B., Ai, Q., Liufu, Z., Ma, H., & Wang, X. (2007). Interaction between vitamins A and D on growth and metabolic responses of abalone Haliotis discus hannai, INO. Journal of Shellfish Research, 26(1). https://doi.org/10.2983/0730-8000(2007)26[51:IBVAAD]2.0.CO;2",Journal of Shellfish Research,2007,China,No,doi.org/10.2983/0730-8000(2007)26[51:IBVAAD]2.0.CO;6,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",vitamin D,Vitamin,,,vitamin D,,Yes,Reference levels of supplement,"Weight gain, shell length increase, SGR, DISL",Growth performance parameter,No,Basal,Not applicable,
RP,S129,"Zhang, W., Mai, K., Xu, W., Tan, B., Ai, Q., Liufu, Z., Ma, H., & Wang, X. (2007). Interaction between vitamins A and D on growth and metabolic responses of abalone Haliotis discus hannai, INO. Journal of Shellfish Research, 26(1). https://doi.org/10.2983/0730-8000(2007)26[51:IBVAAD]2.0.CO;2",Journal of Shellfish Research,2007,China,No,doi.org/10.2983/0730-8000(2007)26[51:IBVAAD]2.0.CO;7,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",vitamin A and D,Vitamin,,,multivitamin,,Yes,Reference levels of supplement,"Weight gain, shell length increase, SGR, DISL",Growth performance parameter,No,Basal,Not applicable,
RP,S129,"Zhang, W., Mai, K., Xu, W., Tan, B., Ai, Q., Liufu, Z., Ma, H., & Wang, X. (2007). Interaction between vitamins A and D on growth and metabolic responses of abalone Haliotis discus hannai, INO. Journal of Shellfish Research, 26(1). https://doi.org/10.2983/0730-8000(2007)26[51:IBVAAD]2.0.CO;2",Journal of Shellfish Research,2007,China,No,doi.org/10.2983/0730-8000(2007)26[51:IBVAAD]2.0.CO;8,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",vitamin A,Vitamin,,,vitamin A,,Yes,Reference levels of supplement,"Vitamin D and C, soft body minerals and proximate",Nutrient assimilation and digestability,No,Basal,Not applicable,
RP,S129,"Zhang, W., Mai, K., Xu, W., Tan, B., Ai, Q., Liufu, Z., Ma, H., & Wang, X. (2007). Interaction between vitamins A and D on growth and metabolic responses of abalone Haliotis discus hannai, INO. Journal of Shellfish Research, 26(1). https://doi.org/10.2983/0730-8000(2007)26[51:IBVAAD]2.0.CO;2",Journal of Shellfish Research,2007,China,No,doi.org/10.2983/0730-8000(2007)26[51:IBVAAD]2.0.CO;9,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",vitamin D,Vitamin,,,vitamin D,,Yes,Reference levels of supplement,"Vitamin D and C, soft body minerals and proximate",Nutrient assimilation and digestability,No,Basal,Not applicable,
RP,S129,"Zhang, W., Mai, K., Xu, W., Tan, B., Ai, Q., Liufu, Z., Ma, H., & Wang, X. (2007). Interaction between vitamins A and D on growth and metabolic responses of abalone Haliotis discus hannai, INO. Journal of Shellfish Research, 26(1). https://doi.org/10.2983/0730-8000(2007)26[51:IBVAAD]2.0.CO;2",Journal of Shellfish Research,2007,China,No,doi.org/10.2983/0730-8000(2007)26[51:IBVAAD]2.0.CO;10,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",vitamin A and D,Vitamin,,,multivitamin,,Yes,Reference levels of supplement,"Vitamin D and C, soft body minerals and proximate",Nutrient assimilation and digestability,No,Basal,Not applicable,
RP,S129,"Zhang, W., Mai, K., Xu, W., Tan, B., Ai, Q., Liufu, Z., Ma, H., & Wang, X. (2007). Interaction between vitamins A and D on growth and metabolic responses of abalone Haliotis discus hannai, INO. Journal of Shellfish Research, 26(1). https://doi.org/10.2983/0730-8000(2007)26[51:IBVAAD]2.0.CO;2",Journal of Shellfish Research,2007,China,No,doi.org/10.2983/0730-8000(2007)26[51:IBVAAD]2.0.CO;11,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",vitamin A,Vitamin,,,vitamin A,,Yes,Reference levels of supplement,AKP,Innate immunity,No,Basal,Not applicable,
RP,S129,"Zhang, W., Mai, K., Xu, W., Tan, B., Ai, Q., Liufu, Z., Ma, H., & Wang, X. (2007). Interaction between vitamins A and D on growth and metabolic responses of abalone Haliotis discus hannai, INO. Journal of Shellfish Research, 26(1). https://doi.org/10.2983/0730-8000(2007)26[51:IBVAAD]2.0.CO;2",Journal of Shellfish Research,2007,China,No,doi.org/10.2983/0730-8000(2007)26[51:IBVAAD]2.0.CO;12,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",vitamin D,Vitamin,,,vitamin D,,Yes,Reference levels of supplement,AKP,Innate immunity,No,Basal,Not applicable,
RP,S129,"Zhang, W., Mai, K., Xu, W., Tan, B., Ai, Q., Liufu, Z., Ma, H., & Wang, X. (2007). Interaction between vitamins A and D on growth and metabolic responses of abalone Haliotis discus hannai, INO. Journal of Shellfish Research, 26(1). https://doi.org/10.2983/0730-8000(2007)26[51:IBVAAD]2.0.CO;2",Journal of Shellfish Research,2007,China,No,doi.org/10.2983/0730-8000(2007)26[51:IBVAAD]2.0.CO;13,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",vitamin A and D,Vitamin,,,multivitamin,,Yes,Reference levels of supplement,AKP,Innate immunity,No,Basal,Not applicable,
RP,S130,"Zhu, W., Mai, K., & Wu, G. (2002). Thiamin requirement of juvenile abalone, Haliotis discus hannai Ino. Aquaculture, 207(3–4). https://doi.org/10.1016/S0044-8486(01)00749-9",Aquaculture,2002,China,No,doi.org/10.1016/S0044-8486(01)00749-9,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",thiamin,Vitamin,,,vitamin B,,Yes,Reference levels of supplement,survival,Survival,No,Basal,Not applicable,
RP,S130,"Zhu, W., Mai, K., & Wu, G. (2002). Thiamin requirement of juvenile abalone, Haliotis discus hannai Ino. Aquaculture, 207(3–4). https://doi.org/10.1016/S0044-8486(01)00749-9",Aquaculture,2002,China,No,doi.org/10.1016/S0044-8486(01)00749-9,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",thiamin,Vitamin,,,vitamin B,,Yes,Reference levels of supplement,"Weight gain, DISL, shell length increase",Growth performance parameter,No,Basal,Not applicable,
RP,S130,"Zhu, W., Mai, K., & Wu, G. (2002). Thiamin requirement of juvenile abalone, Haliotis discus hannai Ino. Aquaculture, 207(3–4). https://doi.org/10.1016/S0044-8486(01)00749-9",Aquaculture,2002,China,No,doi.org/10.1016/S0044-8486(01)00749-9,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",thiamin,Vitamin,,,vitamin B,,Yes,Reference levels of supplement,"Proximate composition, mucsle and viscera thiamin",Nutrient assimilation and digestability,No,Basal,Not applicable,
RP,S130,"Zhu, W., Mai, K., & Wu, G. (2002). Thiamin requirement of juvenile abalone, Haliotis discus hannai Ino. Aquaculture, 207(3–4). https://doi.org/10.1016/S0044-8486(01)00749-9",Aquaculture,2002,China,No,doi.org/10.1016/S0044-8486(01)00749-9,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",thiamin,Vitamin,,,vitamin B,,Yes,Reference levels of supplement,"Muscle and viscera thiamin monophosphate, pyrophosphate, transketolase activity, TPP-effect",Metabolic performance,No,Basal,Not applicable,
RP,S131,"Yue, P., Chen, P., Wu, Z., Zhang, H., Zhang, P., Lei, K., Zhang, H., Mai, K., & Zhang, W. (2024). Dietary hydroxyproline supplementation improves the muscle texture and extends the shelf life of abalone Haliotis discus hannai. Aquaculture, 590. https://doi.org/10.1016/j.aquaculture.2024.741082",Aquaculture,2024,China,No,doi.org/10.1016/j.aquaculture.2024.741082,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",hydroxyproline,Amino acid,,,,,Yes,Reference levels of supplement,"Proximate composition, collagen, myofillipar proteins",Nutrient assimilation and digestability,No,Basal,Not applicable,
RP,S131,"Yue, P., Chen, P., Wu, Z., Zhang, H., Zhang, P., Lei, K., Zhang, H., Mai, K., & Zhang, W. (2024). Dietary hydroxyproline supplementation improves the muscle texture and extends the shelf life of abalone Haliotis discus hannai. Aquaculture, 590. https://doi.org/10.1016/j.aquaculture.2024.741082",Aquaculture,2024,China,No,doi.org/10.1016/j.aquaculture.2024.741082,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",hydroxyproline,Amino acid,,,,,Yes,Reference levels of supplement,survival,Survival,No,Basal,Not applicable,
RP,S131,"Yue, P., Chen, P., Wu, Z., Zhang, H., Zhang, P., Lei, K., Zhang, H., Mai, K., & Zhang, W. (2024). Dietary hydroxyproline supplementation improves the muscle texture and extends the shelf life of abalone Haliotis discus hannai. Aquaculture, 590. https://doi.org/10.1016/j.aquaculture.2024.741082",Aquaculture,2024,China,No,doi.org/10.1016/j.aquaculture.2024.741082,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",hydroxyproline,Amino acid,,,,,Yes,Reference levels of supplement,WGR,Growth performance parameter,No,Basal,Not applicable,
RP,S131,"Yue, P., Chen, P., Wu, Z., Zhang, H., Zhang, P., Lei, K., Zhang, H., Mai, K., & Zhang, W. (2024). Dietary hydroxyproline supplementation improves the muscle texture and extends the shelf life of abalone Haliotis discus hannai. Aquaculture, 590. https://doi.org/10.1016/j.aquaculture.2024.741082",Aquaculture,2024,China,No,doi.org/10.1016/j.aquaculture.2024.741082,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",hydroxyproline,Amino acid,,,,,Yes,Reference levels of supplement,"Cathepsin B and L, freshness, TVBN, muscle texture characteristics, water holding capacity, pH",Sensory attributes,Yes,Basal,Not applicable,
RP,S131,"Yue, P., Chen, P., Wu, Z., Zhang, H., Zhang, P., Lei, K., Zhang, H., Mai, K., & Zhang, W. (2024). Dietary hydroxyproline supplementation improves the muscle texture and extends the shelf life of abalone Haliotis discus hannai. Aquaculture, 590. https://doi.org/10.1016/j.aquaculture.2024.741082",Aquaculture,2024,China,No,doi.org/10.1016/j.aquaculture.2024.741082,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",hydroxyproline,Amino acid,,,,,Yes,Reference levels of supplement,MDA and protein carbonyl,Antioxidant activity / oxidants,Yes,Basal,Not applicable,
RP,S131,"Yue, P., Chen, P., Wu, Z., Zhang, H., Zhang, P., Lei, K., Zhang, H., Mai, K., & Zhang, W. (2024). Dietary hydroxyproline supplementation improves the muscle texture and extends the shelf life of abalone Haliotis discus hannai. Aquaculture, 590. https://doi.org/10.1016/j.aquaculture.2024.741082",Aquaculture,2024,China,No,doi.org/10.1016/j.aquaculture.2024.741082,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",hydroxyproline,Amino acid,,,,,Yes,Reference levels of supplement,Collagen metabolism enzymes. ,Enzyme activity (other),Yes,Basal,Not applicable,
RP,S131,"Yue, P., Chen, P., Wu, Z., Zhang, H., Zhang, P., Lei, K., Zhang, H., Mai, K., & Zhang, W. (2024). Dietary hydroxyproline supplementation improves the muscle texture and extends the shelf life of abalone Haliotis discus hannai. Aquaculture, 590. https://doi.org/10.1016/j.aquaculture.2024.741082",Aquaculture,2024,China,No,doi.org/10.1016/j.aquaculture.2024.741082,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",hydroxyproline,Amino acid,,,,,Yes,Reference levels of supplement,,Gene expression,No,Basal,Not applicable,
RP,S131,"Yue, P., Chen, P., Wu, Z., Zhang, H., Zhang, P., Lei, K., Zhang, H., Mai, K., & Zhang, W. (2024). Dietary hydroxyproline supplementation improves the muscle texture and extends the shelf life of abalone Haliotis discus hannai. Aquaculture, 590. https://doi.org/10.1016/j.aquaculture.2024.741082",Aquaculture,2024,China,No,doi.org/10.1016/j.aquaculture.2024.741082,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",hydroxyproline,Amino acid,,,,,Yes,Reference levels of supplement,,Histology,Yes,Basal,Not applicable,
