key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-249833583,A Novel Peptide from Abalone (Haliotis discus hannai) to Suppress Metastasis and Vasculogenic Mimicry of Tumor Cells and Enhance Anti-Tumor Effect In Vitro,2019,1,1,,,17,4,,"Gong, F and Chen, MF and Zhang, YY and Li, CY and Zhou, CX and Hong, PZ and Sun, SL and Qian, ZJ",,,,,"Vasculogenic mimicry (VM) formed by tumor cells plays a vital role in the progress of tumor, because it provides nutrition for tumor cells and takes away the metabolites. Therefore, the inhibition of VM is crucial to the clinical treatment of tumors. In this study, we investigated the anti-tumor effect of a novel peptide, KVEPQDPSEW (AATP), isolated from abalone (Haliotis discus hannai) on HT1080 cells by migration, invasion analysis and the mode of action. The results showed that AATP effectively inhibited MMPs by blocking MAPKs and NF-B pathways, leading to the downregulation of metastasis of tumor cells. Moreover, AATP significantly inhibited VM and pro-angiogenic factors, including VEGF and MMPs by suppression of AKT/mTOR signaling. In addition, molecular docking was used to study the interaction of AATP and HIF-1, and the results showed that AATP was combined with an active site of HIF-1 by a hydrogen bond. The effect of AATP on anti-metastatic and anti-vascular in HT1080 cells revealed that AATP may be a potential lead compound for treatment of tumors in the future.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.3390/md17040244,"",,
rayyan-249833584,Identification of a female spawn-associated Kazal-type inhibitor from the tropical abalone Haliotis asinina,2016,1,1,,,22,7,,"Wang, TF and Nuurai, P and McDougall, C and York, PS and Bose, U and Degnan, BM and Cummins, SF",,,,,"Abalone (Haliotis) undergoes a period of reproductive maturation, followed by the synchronous release of gametes, called broadcast spawning. Field and laboratory studies have shown that the tropical species Haliotis asinina undergoes a two-week spawning cycle, thus providing an excellent opportunity to investigate the presence of endogenous spawning-associated peptides. In female H. asinina, we have isolated a peptide (5145Da) whose relative abundance in hemolymph increases substantially just prior to spawning and is still detected using reverse-phase high-performance liquid chromatography chromatograms up to 1-day post-spawn. We have isolated this peptide from female hemolymph as well as samples prepared from the gravid female gonad, and demonstrated through comparative sequence analysis that it contains features characteristic of Kazal-type proteinase inhibitors (KPIs). Has-KPI is expressed specifically within the gonad of adult females. A recombinant Has-KPI was generated using a yeast expression system. The recombinant Has-KPI does not induce premature spawning of female H. asinina when administered intramuscularly. However it displays homomeric aggregations and interaction with at least one mollusc-type neuropeptide (LRDFVamide), suggesting a role for it in regulating neuropeptide endocrine communication. This research provides new understanding of a peptide that can regulate reproductive processes in female abalone, which has the potential to lead to the development of greater control over abalone spawning. The findings also highlight the need to further explore abalone reproduction to clearly define a role for novel spawning-associated peptide in sexual maturation and spawning. Copyright (c) 2016 European Peptide Society and John Wiley & Sons, Ltd.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-LABELS: Does not investigate dietary supplement | RAYYAN-EXCLUSION-REASONS: wrong drug",10.1002/psc.2887,"",,
rayyan-249833585,A redox active site containing murrel cytosolic thioredoxin: Analysis of immunological properties,2014,1,1,,,36,1,,"Palanisamy, R and Bhatt, P and Kumaresan, V and Chaurasia, MK and Gnanam, AJ and Pasupuleti, M and Kasi, M and Arockiaraj, J",,,,,"In this study, we have reported the immunological properties of cDNA encoding thioredoxin which is obtained from the database of Channa striatus (named as CsTRx) cDNA library. The analysis showed that the CsTRx polypeptide contains a thioredoxin domain between Val(2) and Asn(106). The domain possessed a thioredoxin active family at 24-42 along with a redox active site (also known as catalytic center) at (31)WCGPC(35). The analysis showed that the catalytic center is responsible for the control of protein function. Phylogenetic study showed that CsTRx clustered together with vertebrate TRx-1. Based on the phylogenetic analysis and other bioinformatics analysis, it is confirmed that the characterized CsTRx belongs to TRx-1 family. In addition, the sub-cellular localization prediction analysis showed that CsTRx is a cytosol thioredoxin. The highest gene expression was observed in gill (P < 0.05). Further, its transcriptional modulation was evaluated under fungal (Aphanomyces invadans), bacterial (Aeromonas hydrophila) and H2O2 challenges. The recombinant CsTRx protein was over-expressed and purified using an Escherichia coli expression vector system. We conducted a H2O2 peroxidase assay using recombinant CsTRx protein under various pH and temperature. Further, we studied the influence of recombinant CsTRx protein on C striatus spleen leukocyte activation. The recombinant CsTRx protein enhanced the cell proliferation in a concentration dependant manner. The results of antioxidant analysis showed that the antioxidant capacity of recombinant CsTRx protein was determined to be 4.2 U/mg protein. We conducted an insulin disulfides assay to study the enzymatic oxidoreductase activity of CsTRx and we observed no activity in the control group. But the recombinant CsTRx protein addition rapidly increased the enzymatic oxidoreductase activity. Over all, the results showed that the CsTRx may contain potential antioxidant properties, which could regulate the oxidative stress created by various biological pathogens as well as chemical stress in the immune system of C striatus, thus protecting it. (C) 2013 Elsevier Ltd. All rights reserved.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: background article",10.1016/j.fsi.2013.10.016,"",,
rayyan-249833586,Effect of oxytetracycline treatment on the gastrointestinal microbiome of critically endangered white abalone (Haliotis sorenseni) treated for withering syndrome,2020,1,1,,,526,,,"Parker-Graham, CA and Eetemadi, A and Yazdi, Z and Marshman, BC and Loeher, M and Richey, CA and Barnum, S and Moore, JD and Soto, E",,,,,"White abalone (Haliotis sorenseni) are critically endangered marine gastropods that are native to kelp forests in the northeastern Pacific. White abalone are highly susceptible to withering syndrome, a fatal bacterial disease caused by Candidatus Xenohaliotis californiensis (CaXc), an intracellular, order Rickettsiales prokaryote that is endemic throughout the white abalone's range in California and Mexico. Oxytetracycline (OTC) baths at a dose of 500 mg/L are successful in clearing CaXc infections from the gastrointestinal tract of infected abalone. The impact of OTC treatment on the diversity and stability of the gut microbiome in white abalone is unknown. The objectives of this study were two-fold: (1) to characterize the gastrointestinal microbiome of clinically-normal white abalone and (2) to compare the gastrointestinal microbiomes of OTC-treated white abalone to those of control animals. Gastrointestinal tracts from five OTC-treated individuals and five untreated controls were sampled at each time point: day 0, one day after the 21-day OTC treatment (day 22), and at 203 days post-treatment. Gastrointestinal tract microbiomes were analyzed after amplification and sequence of the 16S rRNA. Gastrointestinal microbiomes of untreated animals were dominated by three core bacterial phyla: Proteobacteria, Fusobacteria, and Bacteroidetes. Reduced Shannon a-diversity and absence of various phyla in the microbiome of OTC-treated animals were observed in samples at day 22. Bacterial profiles were improved in terms of alpha-diversity at 203 days but some bacterial phyla, mainly Fusobacteria, remained absent. All animals remained clinically normal throughout the study period and there was no significant difference in a condition index between the two groups. OTC treatment for withering syndrome appears to be clinically safe in white abalone.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-LABELS: Does not investigate dietary supplement | RAYYAN-EXCLUSION-REASONS: wrong drug",10.1016/j.aquaculture.2020.735411,"",,
rayyan-249833587,"Molecular effects of a variable environment on Sydney rock oysters, Saccostrea glomerata: Thermal and low salinity stress, and their synergistic effect",2019,1,1,,,43,,,"Ertl, NG and O'Connor, WA and Elizur, A",,,,,"Bivalves are frequently exposed to salinity and temperature fluctuations in the estuary. This study explored the molecular effect of these fluctuations by exposing Sydney rock oysters, (Saccostrea glomerata), native to Australia, to either low salinity, elevated temperature or a combined salinity and temperature stress. Following the exposures, RNA-Seq was carried out on the collected oyster tissues. Differential transcript analysis resulted in a total of 1473, 1232 and 2571 transcripts, which were differentially expressed in S. glomerata exposed to low salinity (10 ppt), elevated temperature (30 degrees C) or the combined stressor (15 ppt and 30 degrees C), respectively, when compared to control oysters. All stress treatments had some effect on molecular processes such as innate immune response or respiration, with overall the strongest effects seen in S. glomerata exposed to the combined stressor. Additionally, most transporters putatively involved in osmoregulation were found to be suppressed in response to the combined stressor and the low salinity exposure. This study provides insight into the oyster's responses to both, single and dual stressors commonly found in an estuarine environment.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1016/j.margen.2018.10.003,"",,
rayyan-249833588,Proteomic analysis of muscle between hybrid abalone and parental lines Haliotis gigantea Reeve and Haliotis discus hannai Ino,2015,1,1,,,114,6,,"Di, G and Luo, X and You, W and Zhao, J and Kong, X and Ke, C",,,,,"To understand the potential molecular mechanism of heterosis, protein expression patterns were compared from hybrids of Haliotis gigantea (G) and Haliotis discus hannai (D) using two-dimensional gel electrophoresis (2-DE) and matrix-assisted laser desorption/ionization time-of-flight/time-of-flight analyses. Expression differences were observed in muscle samples from the four groups with 673 +/- 21.0 stained spots for H. discus hannai female x H. discus hannai male (DD), 692 +/- 25.6 for H. gigantea female x H. gigantea male (GG), 679 +/- 16.2 for H. discus hannai female x H. gigantea male (DG) (F-1 hybrid) and 700 +/- 19 for H. gigantea female x H. discus hannai male (GD) (F-1 hybrid). Different 2-DE image muscle protein spots had a mirrored relationship between purebreds and the F-1 hybrid, suggesting that all stained spots in F-1 hybrid muscle were on 2-DEs from parents. DD and DG clustered together first, and then clustered with GD, whereas the distance of DD and GG was maximal according to hierarchical cluster analysis. We identified 136 differentially expressed protein spots involved in major biological processes, including energy metabolism and stress response. Most energy metabolism proteins were additive, and stress-induced proteins displayed additivity or over-dominance. In these 136 identified protein spots, hybrid offspring with additivity or over-dominance accounted for 68.38%. Data show that a proteomic approach can provide functional prediction of abalone interspecific hybridization.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-LABELS: Does not investigate dietary supplement | RAYYAN-EXCLUSION-REASONS: wrong drug",10.1038/hdy.2014.124,"",,
rayyan-249833589,"Heritability, genetic correlations and genotype-environment interactions for growth and survival of larvae and post-larvae of the Caribbean scallop, Argopecten nucleus (Mollusca: Bivalvia)",2018,1,1,,,495,,,"Barros, J and Winkler, FM and Velasco, LA",,,,,"The Caribbean scallop Argopecten nucleus is a species with a great potential for commercial aquaculture in the Caribbean given its fast growth and the availability of culture technology. However, its production relies completely on hatchery-reared seed, and the survival in early stages, particularly during the settling process, is the main limitation for this activity to become cost effective. Thus, in order to assess the feasibility of improving survival of larvae and post-larvae of A. nucleus through genetic selection without affecting growth, it was estimated the heritability and the genotype-environment interactions for such traits, as well as the genetic correlations between them. These parameters were estimated based on intraclass correlations of 40 full-sib families (10 half-sib families) at 1, 11 and 75 days post fertilization. Heritability values were very high for the post-larvae survival (0.49), while it was low and not significant for larvae survival (<= 0.07) and medium to high for growth traits of larvae and post-larvae (> 0.3). The traits analyzed in post-larvae exhibited significant genotype-environment interactions in relation to culture depth in the sea. No significant genetic correlations between the measured traits were found. The results suggest the existence of an important genetic component in the variation of post-larval survival, and larval and post-larval growth, as well as a high potential response to direct genetic selection, especially for post-larval survival (50% increase per generation), without affecting the growth traits.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1016/j.aquaculture.2018.06.047,"",,
rayyan-249833590,EFFECT OF PASSIVELY ADMINISTERED ANTIBODY ON ANTIBODY SYNTHESIS,1967,1,1,,,125,6,,"DIXON, FJ and JACOTGUI.H and MCCONAHEY, PJ",,,,,"Suppression of the primary response of rabbits to intravenously ad-ministered KLH [keyhole limpet hemocyanin] can be achieved with very small amounts of hyperimmune anti KLH administered a day later since the rabbit apparently rapidly eliminates most of the KLH by non-immunologic means. The amount of passive anti KLH needed to achieve immunosuppression was directly proportional to the dose of injected antigen. Antibody passively administered as much as 6-8 days after antigen still can be strongly immunosuppressive, suggesting that the antibody must be reacting with immunogen in or on responding cells or perhaps in the process of transfer between cells. There was no evidence that the presence of passively admin-istered hyperimmune anti KLH prior to the injection of antigen had any immunosuppressive action beyond the direct neutralization of the injected antigen. When KLH was injected in Freund''s adjuvant, anti KLH incorporated with the KLH in the adjuvant was much more efficient in causing immunosuppression than was anti KLH given intravenously. The primary responses to 2 mg KLH given intraven-ously and 2 [mu]g given in adjuvant reached approximately equal peaks and were suppressible by comparable amounts of intravenously administered anti KLH. Two observations suggest that passive anti-body neutralizes the immunogenic stimulus at the level of individual antigenic determinants and not merely by aggregating or precipitating entire antigenic molecules. First, anti abalone hemocyanin (AH) which cross reacts approximately 50% with KLH was only partially immunosuppressive even in extremely large amounts, i.e., amounts which could react with and precipitate much more KLH than could the smaller but more suppressive doses of anti KLH. Second, when KLH and anti KLH were given together in adjuvant effective immuno-suppression was achieved only with amounts of anti KLH sufficient to saturate or cover virtually all available antigenic determinants. The immunosuppressive quality of passive antibody increases with time after immunization and with repeated immunization of the donor. In view of their relatively weak immunosuppressive properties, antibodies formed in the 1st weeks of a primary response may not contribute significantly to the turning off of the antibody response. In any event, results obtained by passive transfer of hyperimmune antibody to animals early in a primary response cannot be applied to the natural events in a primary response.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1084/jem.125.6.1119,"",,
rayyan-249833591,Isolation and characterization of antimicrobial peptides derived from Bacillus subtilis E20-fermented soybean meal and its use for preventing Vibrio infection in shrimp aquaculture,2017,1,1,,,67,,,"Cheng, AC and Lin, HL and Shiu, YL and Tyan, YC and Liu, CH",,,,,"Bacillus subtilis E20-fermented soybean meal (FSBM) was found to produce antimicrobial peptides (AMPs) with great antimicrobial activity against Vibrio alginolyticus (VA) and V parahaemolyticus (VP). Three AMPs were purified with a 5 kDa ultrafiltration, Sephadex G-15 column and reverse-phase high-performance liquid chromatography (RP-HPLC). The FSB-AMP, HTSKALLDMLKRLGK, identified by an RP-nano-ultrapure liquid chromatography (UPLC) electrospray ionization (ESI)-tandem mass spectroscopic (MS/MS) analysis exhibited the highest bactericidal activity against VA and VP compared to the others. The antimicrobial activity assessment indicated that FSB-AMP inhibited the growth of VA and VP with minimal inhibitory concentrations of 72.5 and 72.5 mu M. Alterations in the morphology of VA were observed by scanning electronic microscopy, and membrane disruption of VA and VP was confirmed by fluorescent microscopy with propidium iodide staining. The FSB-AMP was then incorporated into the diet of white shrimp, Litopenaeus vannamei, and a protective effect in shrimp against VP infection was recorded as well as for shrimp fed a diet containing 15% fish meal replaced by B. subtilis E20-FSBM. Results demonstrated that B. subtilis E20-FSBM could be a biofunctional ingredient to prevent vibriosis in shrimp aquaculture. (C) 2017 Elsevier Ltd. All rights reserved.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1016/j.fsi.2017.06.006,"",,
rayyan-249833592,Marine protease-producing bacterium and its potential use as an abalone probiont,2018,1,1,,,12,,,"Amin, M",,,,,"Gastrointestinal tracts (GITs) of aquatic animals were considered as ideal sources for isolating aquaculture probiotic candidates. Thus, this study aimed to isolate protease-producing bacteria from GITs of hybrid abalone (Haliotis rubra x Haliotis laevigata), and screened them for their potential uses as abalone probionts. Ten proteolytic bacterial strains were isolated, and all isolates phenotypically referred to genus Bacillus. Among the 10 pure strains, MA228 had the highest ability to hydrolize casein and gelatine. Through 16S rRNA sequence (accession number MG976611), the isolate showed 99% similarity to Bacillus amyloliquefaciens. Further in vitro assays indicated that the bacterial strain had good viability and stability in manufactured pellets stored at 4 degrees C, seawater with a salinity of 35 mg/L, and simulated gastrointestinal tract conditions of abalone. Additionally, another in vitro study indicated that protease produced by the probiotic candidate could significantly hydrolase protein content in manufacture pellet of abalone. These results suggest that B. amyloliquefaciens MA228 is a potential probiont for increasing protein digestibility in hybrid abalone.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1016/j.aqrep.2018.09.004,"",,
rayyan-249833593,Enhancement of larval settlement and metamorphosis through biological and chemical cues in the abalone Haliotis diversicolor supertexta,2006,1,1,,,258,1,,"Li, HF and Lin, W and Zhang, G and Cai, ZH and Cai, GP and Chang, YQ and Xing, KZ",,,,,"Chemical and biological cues associated with substrata in the environment were considered to be the primary stimuli initiating larval settlement and metamorphosis in many marine mollusks. In present study, various settlement and metamorphosis inducers at both the laboratory and scale-up experiments were investigated to determine their effects in inducing settlement and metamorphosis on the abalone Haliotis diversicolor supertexta. In lab experiment, results showed that both bacteria and diatoms colonized on the substrata could greatly enhance the larval settlement and metamorphosis, and larval settlement and metamorphosis could be induced by exposure to natural seawater supplemented with potassium chloride (KCl), gamma-aminobutyric acid (GABA) or KCl combined with GABA. Treatments supplemented with 5 mM KCl, 10 mM KCl, 10(-6) M GABA or some combinations can significantly enhance both the settlement and metamorphosis rates. And lower settlement and metamorphosis were induced by higher concentration up to 20 mM KCl or 5 x 10-6 M GABA, which indicated that high concentrations of KCl or GABA were toxic to abalone larvae. The combination of KCl and GABA did not appear positive synergy effects than that of single supplementation. Time course experiment demonstrated that supplementing time was critical to the stimulatory effects on larval settlement and metamorphosis. In scale-up experiment, larval metamorphosis rates at 10 days after fertilization were significantly promoted by exposure to KCl or GABA at low concentration level. The inducement effects were similar to the results at laboratory scale experiment. The results imply that these inducers could be applied on the production of abalone hatchery industry. (c) 2006 Published by Elsevier B.V.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1016/j.aquaculture.2006.04.013,"",,
rayyan-249833595,Identification and functional analysis of myeloid differentiation factor 88 (MyD88) in early development of Haliotis diversicolor,2023,1,1,,,142,,,"Gong, XT and Li, M and Zhang, LL and Huang, SY and Wang, GD",,,,,"Myeloid differentiation factor 88 (MyD88) is a universal adaptor protein and plays an important role in the signal transduction of Toll like receptors (TLR) family. In this study, the MyD88 gene from the Haliotis diversicolor (hdMyD88) was identified. The full-length cDNA of hdMyD88 has a 1927 base pairs (bp), with an open reading frame of 1314 bp encoding 437 amino acids including a death domain (DD) at the N-terminus and TIR domain at the C-terminus which are typical features of MyD88 family proteins. Three conserved boxes are also found in the hdMyD88, which are similar to MyD88 in vertebrates. The expression levels of hdMyD88 mRNA at different early embryonic developmental stages of abalone were measured by qPCR revealed that their constitutive expression at all developmental stages analyzed with the considerably highest values at 8 cell stage and the lowest level at the trochosphere stage. Additionally, the mRNA expression of hdMyD88 decreased significantly (P < 0.05) after MyD88-dsRNA soak in the stage of trochosphere and veliger than EGFP-dsRNA group and blank control group. Whole embryo in situ hybridization showed that the positive signals of hdMyD88 were in visceral mass of trochophore larvae and veliger larvae. These results indicate hdMyD88 may could respond to pathogenic infection and may play an important role in early innate immunity in the process of abalone larval development.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-LABELS: Does not investigate dietary supplement | RAYYAN-EXCLUSION-REASONS: wrong drug",10.1016/j.fsi.2023.109085,"",,
rayyan-249833596,Structure characterization and antioxidant activity of abalone visceral peptides-selenium in vitro,2024,1,1,,,433,,,"Jia, J and Liu, Q and Liu, HM and Yang, CY and Zhao, Q and Xu, Y and Wu, WF",,,,,"Peptide-selenium chelate is widely regarded as one of the best selenium supplements for relieving selenium deficiency. In this study, abalone visceral peptides (AVP) was used to prepare a new type of peptides-selenium chelate to develop an organic selenium supplement with antioxidant activity. AVP prepared by alcalase exhibited the highest selenium-chelating ability. UV-visible spectroscopy, fluorescence spectroscopy, Fourier transform infrared spectroscopy and other structural analysis showed that selenium was mainly bound to the functional groups of -NH, -OH, -CH, C--C, C--O, and C-N bonds on AVP. The formation of AVP-selenium chelate enhanced thermal stability and generated a new crystal structure. The ABTS & BULL;+ and & BULL;OH scavenging activities of AVP-selenium chelate were increased after in vitro digestion than that of AVP. Conclusively, this study analyzed the chelating mechanism of AVP and selenium from a structural perspective, which would provide a theoretical basis for the development of new selenium supplements.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-LABELS: Does not investigate dietary supplement | RAYYAN-EXCLUSION-REASONS: wrong drug",10.1016/j.foodchem.2023.137398,"",,
rayyan-249833597,Physicochemical changes in New Zealand abalone (Haliotis iris) with pulsed electric field (PEF) processing and heat treatments,2019,1,1,,,115,,,"Luo, Q and Hamid, N and Oey, I and Leong, SY and Kantono, K and Alfaro, A and Lu, J",,,,,"The effects of pulsed electric field (PEF) processing (0.66, 1.38 and 2.00 kV/cm, 50 Hz) with and without heat treatments (70, 80 and 90 degrees C for 15 min) on color, texture profile, lipid oxidation value, free amino acids (FFAs) and fatty acids (FAs) content of abalone muscle were studied. PEF treatments had less effects on the physical and chemical characteristics of heated and non-heated samples. Heat treatments however significantly changed meat color, as well as increased toughness and elasticity. In addition, lipid oxidation, and free amino acids (FAAs), and saturated fatty acids (SFAs) content of non-PEF treated samples increased.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-LABELS: Does not investigate dietary supplement | RAYYAN-EXCLUSION-REASONS: wrong drug",10.1016/j.lwt.2019.108438,"",,
rayyan-249833598,Family I84 protease inhibitors likely constitute a Mollusca-specific protein family functioning in host defense,2021,1,1,,,145,,,"Lu, JL and Liu, S and Ruan, ZY and Ye, J and Wu, QJ and Wang, SF and Lin, ZH and Xue, QG",,,,,"Protease inhibitors are proteins or small polypeptides functioning in numerous biological processes in all organisms. The I84 family of protease inhibitors in the MEROPS database represents a novel protease inhibitor family that has been reported in 2 bivalves, Crassostrea virginica and Sinonovacula constricta, and is believed to play a role in host defense. In the present study, 7 new members of Family I84 were identified in 2 bivalves, Meretrix meretrix and Mytilus galloprovincialis, and 1 gastropod, Haliotis discus hannai, at the mRNA level via cDNA cloning. The expression patterns of the newly identified genes varied in response to salinity stresses and pathogen-associated molecular pattern stimulations, suggesting their involvement in the host defense of related species. Additionally, analyses of sequence data in public databases did not reveal any Family I84 protease inhibitor molecules in non-molluscan animals. The results indicated that Family I84 protease inhibitors are likely mollusk specific, constituting a unique host defense mechanism in molluscan species.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-LABELS: Does not investigate dietary supplement | RAYYAN-EXCLUSION-REASONS: wrong drug",10.3354/dao03602,"",,
rayyan-249833599,Concise review of the kelp genus Eisenia Areschoug,2024,1,1,,,36,5,,"Avila-Peltroche, J and Avalos, ML and Chirinos, JS",,,,,"Eisenia (order Laminariales) is a genus of warm-tolerant kelps found in the Northern and Southern Hemispheres of the East Pacific, as well as in the North West Pacific, where species form beds in rocky bottoms along the sea coast from the intertidal and subtidal zones. There are seven recognized species in the genus, including the endemic and vulnerable E. galapagensis. Despite some remarkable morphological variations, Eisenia species are characterized by two twisted stipe-like parts arising from the main stipe. Genetic data have recently contributed to the understanding of Eisenia systematics; however, additional studies on E. desmarestioides, E. cokeri, and E. gracilis are needed. Aside from economic benefits, Eisenia farming has various other essential benefits, such as resource sustainability and ecosystem benefits, which are especially important in climate change scenarios. Spore-based cultivation has been reported only for E. arborea, E. bicyclis, and E. nipponica (formerly known as E. arborea sensu Arasaki). This kelp is widely consumed in Korea and Japan and utilized as a raw material for alginate production and feed for abalone cultures. Because of its nutritional composition and mineral concentration, Eisenia is also a potential food source outside Asia. Moreover, various pharmacological applications of Eisenia have been reported, particularly those related to antioxidant, antidiabetic, and anti-inflammatory properties. Phlorotannins (brown algal polyphenols) derived from E. bicyclis are linked to these bioactivities. In this work, we present a comprehensive synthesis of the current state of knowledge on Eisenia, offering insights into its taxonomy, distribution, ecology, cultivation, and various applications.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: background article",10.1007/s10811-024-03264-4,"",,
rayyan-249833600,Factors affecting PGE2 production in seaweed Gracilaria tenuistipitata,2008,1,1,,,16,3,,"Hsu, BY and Tsao, CY and Chiou, TK and Hwang, DF",,,,,"Gracilaria tenuistipitata is an edible red alga and can be utilized as feed for small abalone and foodstuff (ex. agar extract). It is the major species of Gracilaria that is commonly cultivated and consumed in Taiwan. Effects of environmental factors on prostaglandin E-2 (PGE(2)) production in the seaweed G. tenuistipitata were investigated in this study. PGE(2) amount increased nearly 2-fold and 47% when the seaweed was exposed to two ways of fluctuation of seawater salinity from 2% to 1% and 3% for 12 hr, respectively. The stresses of low temperature and irradiance promoted the seaweed to produce PGE(2). When the seaweeds were exposed to air for 2 hr and 4 hr, the PGE(2) levels were elevated by 25% and 31%, respectively. When the seaweed was soaked in freshwater, PGE(2) amount gradually decreased. Cu2+ and Zn2+ inhibited PGE(2) production at the concentrations of 3 and 50 mg/L, respectively. Mg2+ slightly inhibited PGE2 production about 20% at 2,025 mg/L, while Ca2+ boosted PGE(2) production about 59% at 600 mg/L. Hence, environmental factors significantly affect the PGE(2) production in the seaweed G. tenuistipitata. Prostaglandins might be associated with processes permitting the algae tissue to survive in unfavorable conditions. To lower the amount of PGE(2) in the seaweed and ensure the food safety, it is suggested to minimize the variation of growth condition to avoid PGE(2) increase in the seaweed during cultivation period. In addition, consumers should avoid eating raw seaweed since PGE(2) could be destroyed by heating.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",,"",,
rayyan-249833601,Triggers and targets: What are we aiming for with abalone fisheries models in Australia,2001,1,1,,,20,2,,"Gorfine, HK and Taylor, BL and Walker, TI",,,,,"A variety of quantitative measures have been applied as reference points in the management of Australian abalone fisheries. In New South Wales changes in legal-sized and mature biomass will trigger management responses, in South Australia catch rates, size composition, and abundance indices provide target reference points, and in Tasmania, catch rates and catches have been used to provide triggers for Management decisions. However, Victoria and Western Australia have yet to determine their reference points for abalone stock assessment. Victoria has been developing length-based fisheries models similar to those applied in New South Wales and is now confronted with the necessity of converting model outputs into decision-making criteria. A Victorian fishery management plan is also under development in which reference points will be specified within a risk-based matrix of catch control rules for quota adjustments, Recent biodiversity conservation legislation, compelling fisheries management agencies in Australia to demonstrate that export fisheries managed under their jurisdictions are ecologically sustainable, has increased the urgency to establish these reference points. The application of this legislation draws upon the Principles and Criteria for Sustainable Fishing of the Marine Stewardship Council in London, We considered a range of alternative measures for reference points that may be useful as triggers and targets applied in a stochastic framework for management decisions. Although not a modeling output, one of the more consistent nonbiological signals of localized depletion in the Victorian fishery relates to spatial allocation of effort at the scale of reef complexes. Reductions in annual effort applied to a particular reef system invariably precede significant decreases in abundance indices with typically large coefficients of variation and in catch rates characterized by hyperstability. Victorian abalone divers have high daily catch expectations and allocate their effort accordingly. Empirical reference points, such as effort allocations, provide utility for Fishery management and can be readily assimilated and adopted by industry. Consequently, we conclude that in addition to modeling outputs, maintenance of reef-scale effort allocation and daily catch expectations should form part of a suite of fishery performance indicators and target criteria for the Victorian blacklip abalone fishery.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: background article",,"",,
